ID,District,Type,x,y,Wheat_yield,Rice_harvest_date,Rice_yield,Rice_N_applied,Rice_P_applied,Rice_K_applied,Rice_Zn_applied,Rice_S_applied,Wheat_sowing_date,Wheat_seed__rate,Turn_around_time,Wheat_days_maturity,Wheat_N_applied,Wheat_P_applied,Wheat_K_applied,Wheat_S_applied,Wheat_Zn_applied,Wheat_B_applied,Soil_pH,Soil_OC,Soil_TN,Soil_P,Soil_K,Soil_S,Soil_B,Soil_Zn,Sand,Silt,Clay,t2m_80,mx2t_40,mx2t_90,tp_40,tp_60,tp_70,par_90,Irrigation_No,Plough_No,Weeding_No,Wheat_variety_ID,Rice_OM_applied_ID,Aman_residue_retained_ID,Wheat_Insecticide_ID,Seed_treatment_ID,Wheat_OM_applied_ID,Rice_variety_type_ID,Ground_cover_ID,Rice DOT,Rice DOH,Rice Early DOH,Wheat DOS,Wheat DOH,Otimum_Date
F30,Faridpur,Cal,89.81073,23.51092,4569.5,14,5434,85.22,24.7,30.88,0,0,7,135.9,5,108,127.82,24.7,30.88,11.12,2.22,0.618,6.45,1.23,0.17,14.95,0.22,15,1.55,0.51,63,22.18,14.82,24.84990932,25.3502395,30.65084167,1.45E-07,0.842455019,0.699185194,740612.0838,3,3,2,1,0,1,0,0,0,1,1,7/4/2014,11/8/2014,10/25/2014,11/13/2014,3/1/2015,11/30/2014
F32,Faridpur,Cal,89.81592,23.49417,3677.8,19,4940,113.62,24.7,61.75,0,22.2,13,123.5,6,108,142.03,24.7,61.75,13.89,0,0,6.41,1.06,0.15,11.36,0.22,25,1.12,0.72,69.86,17.5,12.64,24.86700978,25.37163861,30.66451381,1.14E-07,0.833236032,0.70895846,740878.2155,3,3,1,1,0,1,0,0,0,1,1,8/2/2014,11/13/2014,10/25/2014,11/19/2014,3/7/2015,11/30/2014
F33,Faridpur,Cal,89.82097,23.48687,2934.2,24,3800,113.62,23.75,59.38,3.42,0,18,118.8,6,106,109.25,23.75,71.25,0.43,0,0,6.35,0.85,0.15,15.61,0.22,25,1.51,1.29,59.18,27.5,13.32,24.87543649,25.38193966,30.66958486,9.59E-08,0.830083966,0.714452711,741008.5934,2,3,0,4,1,1,0,0,0,1,2,8/12/2014,11/18/2014,10/25/2014,11/24/2014,3/10/2015,11/30/2014
F35,Faridpur,Cal,89.83978,23.48108,4289.8,12,988,45.45,0,0,0,0,14,123.5,14,105,113.62,19.76,49.4,0,0,0,7.02,1,0.17,8.52,0.2,61,1.42,0.61,58,29,13,24.88650911,25.39481006,30.67014291,5.61E-08,0.831276361,0.723065057,741191.1627,3,3,1,6,0,1,0,0,0,2,1,7/2/2014,11/6/2014,10/25/2014,11/20/2014,3/5/2015,11/30/2014
F36,Faridpur,Cal,89.85043,23.48712,3596.7,23,3952,98.47,21.41,26.76,0,0,18,115.3,7,106,75.75,16.47,41.17,5.93,0,0,7.2,0.74,0.12,8.93,0.19,23,1.46,0.46,62.86,27.5,9.64,24.88383206,25.39095532,30.66278614,4.29E-08,0.837679212,0.722191032,741160.8055,2,2,1,2,0,1,0,0,0,1,1,7/27/2014,11/17/2014,10/25/2014,11/24/2014,3/10/2015,11/30/2014
F37,Faridpur,Cal,89.85643,23.49152,4289.8,16,3800,87.4,38,47.5,3.42,6.8,10,114,6,106,109.25,19,47.5,8.55,3.42,0.76,7.15,0.8,0.12,6.51,0.2,18,1.51,0.52,59.76,28.24,12,24.88148908,25.38768596,30.65769605,3.54E-08,0.842092968,0.721324891,741127.6221,3,3,1,2,0,1,0,0,0,1,1,7/15/2014,11/10/2014,10/25/2014,11/16/2014,3/2/2015,11/30/2014
F38,Faridpur,Cal,89.869,23.49065,4274.2,13,2429.5,46.57,20.25,26.32,4.37,14.6,9,121.5,8,105,93.13,24.3,60.74,7.29,2.92,0,7.07,1.01,0.15,27.3,0.19,40,1.81,0.67,62.36,21,16.64,24.88624943,25.39292038,30.65559833,4.68E-09,0.844572476,0.725510726,741200.7317,3,2,2,1,0,0,0,0,0,2,1,7/5/2014,11/7/2014,10/25/2014,11/15/2014,2/28/2015,11/30/2014
F39,Faridpur,Cal,89.87963,23.49545,4289.8,19,2470,127.82,21,30.88,4.45,11.1,14,123.5,7,106,102.26,24.7,61.75,5.56,0,0,7.1,0.95,0.15,12.61,0.18,19,1.38,0.68,58.36,26.64,15,24.88511367,25.39086149,30.64910454,0.00E+00,0.850494341,0.725915957,741180.0723,3,3,1,2,0,1,0,0,0,1,1,7/22/2014,11/13/2014,10/25/2014,11/20/2014,3/6/2015,11/30/2014
F40,Faridpur,Cal,89.8924,23.49593,4010,15,3859.4,42.61,0,0,0,0,10,123.5,7,105,113.62,24.7,61.75,5.56,0,0,6.63,1.22,0.15,12.11,0.21,34,0.82,0.82,63.36,22.14,14.5,24.88880712,25.39473084,30.64581966,0.00E+00,0.853892199,0.729601955,741229.3883,3,3,1,2,0,1,0,0,0,2,1,7/5/2014,11/9/2014,10/25/2014,11/16/2014,3/1/2015,11/30/2014
F41,Faridpur,Cal,89.8966,23.5011,3786,25,570,0,0,0,0,0,20,95,7,106,109.25,28.5,59.38,8.55,3.42,0,7.36,0.85,0.17,21.63,0.17,9,0.9,1.2,62.64,21,16.36,24.88541798,25.39017664,30.64031619,0.00E+00,0.858783431,0.728138763,741170.2394,3,3,1,2,0,1,0,0,0,1,1,7/22/2014,11/19/2014,10/25/2014,11/26/2014,3/12/2015,11/30/2014
F43,Faridpur,Cal,89.91382,23.50083,3823.5,24,5811.8,53.47,23.25,36.32,3.14,5.2,19,116.2,7,105,93.57,23.25,58.12,10.46,0,0,7.1,0.39,0.12,9.27,0.18,18,1.51,0.76,67.64,21.32,11.04,24.89137027,25.39664811,30.63671444,0.00E+00,0.862639259,0.733865833,741243.8055,3,3,1,2,1,0,0,0,0,1,1,7/15/2014,11/18/2014,10/25/2014,11/25/2014,3/10/2015,11/30/2014
F45,Faridpur,Cal,89.93182,23.5177,4025,20,4940,45.45,19.76,24.7,6.67,2.2,14,111.2,6,105,73.85,19.76,49.4,5.56,0,0,7.17,0.83,0.15,14.36,0.21,14,1.29,0.86,67.46,20,12.54,24.88222423,25.38383924,30.61722526,0.00E+00,0.880863775,0.731475224,741052.1188,3,3,1,2,0,0,0,0,0,1,1,7/22/2014,11/14/2014,10/25/2014,11/20/2014,3/5/2015,11/30/2014
F51,Faridpur,Cal,89.78148,23.5329,5408.8,15,3705,85.22,18.53,46.31,5.56,27.8,9,154.4,6,123,120.72,21.61,38.59,5.56,5.56,1.95,6.94,0.93,0.06,16.12,0.2,22,1.81,1.02,70.64,11.82,17.54,24.82268128,25.31613848,30.63645259,1.08E-07,0.847526941,0.684070256,740133.7227,3,3,2,1,0,1,1,1,1,1,1,7/30/2014,11/9/2014,10/25/2014,11/15/2014,3/18/2015,11/30/2014
F53,Faridpur,Cal,89.79457,23.51935,5454.8,19,5811.8,53.47,40.68,29.06,5.23,18.3,13,130.8,6,116,120.3,17.44,36.32,10.46,5.23,1.162,7.1,1.13,0.12,49.27,0.22,29,1.63,0.8,62.28,19.18,18.54,24.83792986,25.33556195,30.64658825,1.43E-07,0.842973574,0.691819695,740402.0517,3,3,1,1,0,1,0,0,0,1,1,8/5/2014,11/13/2014,10/25/2014,11/19/2014,3/15/2015,11/30/2014
F54,Faridpur,Cal,89.78973,23.51522,5553.5,11,3952,90.9,0,0,5.93,0,8,123.5,9,126,98.47,16.47,49.4,5.93,7.64,0.33,6.85,1.33,0.17,16.28,0.16,22,0.77,0.78,63.64,18.14,18.22,24.84043107,25.3389649,30.65149072,1.27E-07,0.838746686,0.692441076,740433.1322,3,3,2,1,0,1,0,0,0,1,1,8/7/2014,11/5/2014,10/25/2014,11/14/2014,3/20/2015,11/30/2014
F56,Faridpur,Cal,89.78387,23.5003,3170.7,34,1729,142.03,39.52,46.31,4.45,2.2,29,135.9,7,103,99.42,24.7,30.88,5.56,2.22,0,7.01,1.31,0.17,16.87,0.22,57,1.89,0.68,65.64,17.14,17.22,24.8528516,25.35492388,30.666129,1.07E-07,0.82782548,0.698268576,740608.0056,2,3,1,1,0,1,0,0,0,2,2,7/15/2014,11/28/2014,10/25/2014,12/5/2014,3/18/2015,11/30/2014
F58,Faridpur,Cal,89.78183,23.47818,3916.7,25,2470,47.34,20.58,51.46,0,0,19,113.2,6,106,94.68,20.58,41.17,7.41,3.71,0.618,7.17,0.84,0.15,18.62,0.2,25,0.86,0.61,61.64,25.32,13.04,24.87392187,25.38115113,30.68518181,9.55E-08,0.814839091,0.710773632,740899.0028,3,3,1,1,0,1,0,0,0,2,1,7/2/2014,11/19/2014,10/25/2014,11/25/2014,3/11/2015,11/30/2014
F59,Faridpur,Cal,89.77682,23.46977,5548.7,14,3800,69.92,22.8,57,0,0,10,133,8,135,113.62,19,47.5,0,0,0,7,0.83,0.12,20.37,0.17,21,0.6,1.18,62.46,29.14,8.4,24.88130399,25.39020436,30.69291005,9.01E-08,0.809197852,0.715463157,740980.932,3,3,1,1,1,1,0,0,1,1,1,7/6/2014,11/8/2014,10/25/2014,11/16/2014,3/31/2015,11/30/2014
F60,Faridpur,Cal,89.77813,23.55232,5595.3,7,3293.3,0,0,0,0,0,5,137.2,10,135,113.62,27.44,54.89,4.94,4.94,0.824,6.89,1.12,0.09,12.27,0.16,35,1.12,1.24,61.46,29.32,9.22,24.80550177,25.29322538,30.6175705,1.01E-07,0.859634071,0.678312708,739833.2653,3,3,1,1,0,1,0,0,0,1,1,7/26/2014,11/1/2014,10/25/2014,11/11/2014,3/26/2015,11/30/2014
S01,Satkhira,Cal,88.979,22.64672,4134.4,8,5557.5,160.96,34.99,2.57,0,0,2,164.7,6,103,94.68,16.47,41.17,9.26,0,0,7.4,0.65,0.19,40,0.17,25,0.43,1.22,62.1,26.68,11.22,26.13739756,26.45429975,31.32370374,0.00E+00,0.820922276,1.914378675,745263.3341,3,3,2,6,0,0,0,1,1,2,1,8/5/2014,11/2/2014,10/25/2014,11/8/2014,2/19/2015,11/30/2014
S03,Satkhira,Cal,88.95202,22.67035,3900.2,18,5613.6,175.59,0,44.91,4.04,3,10,179.6,4,103,123.95,22.45,44.91,10.1,0,0,6.3,1.15,0.19,32,0.16,70,0.99,2.06,63.78,20.64,15.58,26.11210093,26.40301801,31.32565025,0.00E+00,0.806549419,1.828420362,744557.1664,3,3,0,6,0,0,0,1,1,2,1,8/20/2014,11/12/2014,10/25/2014,11/16/2014,2/27/2015,11/30/2014
S04,Satkhira,Cal,88.94602,22.65208,4315.6,9,5389.1,172.15,44.91,37.42,5.39,0,4,142.2,7,125,91.24,17.96,37.42,8.08,5.39,0,6.55,0.85,0.16,29,0.16,78,1.59,1,69.1,22.5,8.4,26.13590674,26.41587545,31.31939933,0.00E+00,0.814224506,1.853477404,744906.1966,3,3,2,3,0,0,0,1,1,2,1,8/15/2014,11/3/2014,10/25/2014,11/10/2014,3/15/2015,11/30/2014
S06,Satkhira,Cal,88.93995,22.63593,4365.7,9,4790.3,130.84,49.4,59.88,2.69,0,14,149.7,17,101,117.06,14.97,37.42,13.47,6.74,1.198,7.68,0.86,0.1,49,0.14,35,0.39,1.02,60.78,30,9.22,26.15704962,26.42624964,31.31299731,0.00E+00,0.820781073,1.874662112,745211.6085,3,3,0,4,0,0,0,1,1,2,1,8/14/2014,11/3/2014,10/25/2014,11/20/2014,3/1/2015,11/30/2014
S08,Satkhira,Cal,88.95857,22.6566,3702.3,9,2470,85.22,18.53,30.88,0,0,3,77.2,6,101,71.01,12.35,30.88,8.34,0,0,6.45,1.42,0.11,33,0.22,49,1.59,0.72,67.42,17.5,15.08,26.12814625,26.42381904,31.32315223,0.00E+00,0.813880701,1.864686735,744900.5896,2,3,1,3,0,1,0,1,0,2,1,7/23/2014,11/3/2014,10/25/2014,11/9/2014,2/18/2015,11/30/2014
S09,Satkhira,Cal,88.97043,22.71585,4511.7,9,3622.7,68.17,14.82,32.93,0,0,4,140,7,102,113.62,16.47,32.93,7.41,5.93,0.988,7.62,0.88,0.12,50,0.2,30,0.52,2,66.6,21.5,11.9,26.05200284,26.37275422,31.33722418,0.00E+00,0.787415407,1.77231994,743731.3586,3,3,0,4,0,1,1,1,1,2,1,7/20/2014,11/3/2014,10/25/2014,11/10/2014,2/20/2015,11/30/2014
S11,Satkhira,Cal,88.98042,22.72787,4560,9,4245.3,151.49,49.4,65.87,5.93,29.6,4,131.7,7,122,128.77,23.05,49.4,14.82,5.93,1.646,7.36,0.97,0.13,61,0.16,31,1.68,1.56,71.1,17.5,11.4,26.03494891,26.3684684,31.33959777,0.00E+00,0.783247524,1.765640313,743560.4826,3,3,0,3,0,0,0,1,1,2,1,7/24/2014,11/3/2014,10/25/2014,11/10/2014,3/12/2015,11/30/2014
S12,Satkhira,Cal,88.98962,22.72392,3791,17,6410,75.75,20.58,41.17,0,14.8,12,123.5,7,105,123.09,20.58,51.46,14.82,7.41,1.236,6.8,1.13,0.27,32,0.19,43,1.2,1,63.28,22.82,13.9,26.03786646,26.38010218,31.34031139,0.00E+00,0.786991114,1.787286536,743718.8541,3,3,0,4,0,0,0,1,1,2,1,7/27/2014,11/11/2014,10/25/2014,11/18/2014,3/3/2015,11/30/2014
S13,Satkhira,Cal,88.97388,22.70295,3677.8,8,4940,71.01,24.7,54.03,5.56,13.9,3,154.4,7,105,142.03,18.53,46.31,11.12,5.56,1.852,6.9,1.11,0.27,44,0.15,30,1.89,1.88,71.6,17.68,10.72,26.06731567,26.38924925,31.33591519,0.00E+00,0.794418078,1.801819426,744031.1285,2,3,0,6,0,0,0,1,1,2,1,7/5/2014,11/2/2014,10/25/2014,11/9/2014,2/22/2015,11/30/2014
S14,Satkhira,Cal,88.9964,22.57942,4290.2,6,3293.3,66.28,24.7,41.17,0,14.8,2,123.5,8,106,132.56,16.47,41.17,11.12,0,0,6.98,0.92,0.25,68,0.14,41,2.62,1.8,62.1,27.54,10.36,26.22319294,26.54829078,31.3034607,0.00E+00,0.848528161,2.064071548,746812.2418,2,4,1,4,0,0,0,1,1,2,1,7/20/2014,10/31/2014,10/25/2014,11/8/2014,2/22/2015,11/30/2014
S15,Satkhira,Cal,89.0018,22.60317,4290.2,7,4649.4,100.25,58.12,72.65,5.23,0,4,145.3,9,104,120.3,17.44,36.32,10.46,5.23,0,8.27,0.97,0.25,46,0.22,50,1.63,0.8,71.1,18.18,10.72,26.19109703,26.52555191,31.31276404,0.00E+00,0.840464668,2.027527333,746351.9939,2,3,1,3,0,1,0,1,1,2,1,7/23/2014,11/1/2014,10/25/2014,11/10/2014,2/22/2015,11/30/2014
S18,Satkhira,Cal,88.98942,22.67895,3691.4,36,4116.7,66.28,28.82,51.46,0,18.5,31,123.5,7,103,123.09,20.58,36.02,9.26,5.56,0.824,6.65,1.14,0.33,26,0.18,29,0.99,0.72,64.1,23.68,12.22,26.09456484,26.42855437,31.33344203,0.00E+00,0.808207565,1.870212455,744660.5094,2,3,1,3,0,0,0,1,0,2,1,8/2/2014,11/30/2014,10/25/2014,12/7/2014,3/20/2015,11/30/2014
S20,Satkhira,Cal,88.95752,22.74047,3819.2,21,3952,68.17,29.64,49.4,0,0,19,148.2,10,102,136.34,19.76,49.4,0,0,0,7.15,1.06,0.1,41,0.2,22,1.25,1.08,71.1,16.18,12.72,26.02468006,26.33648775,31.33724708,0.00E+00,0.772072242,1.705430869,743109.2062,2,3,1,4,0,0,0,1,1,2,1,7/3/2014,11/15/2014,10/25/2014,11/25/2014,3/7/2015,11/30/2014
S21,Satkhira,Cal,88.94903,22.74847,3744.2,16,4758.7,62.54,27.19,39.66,0,5.1,13,136,9,105,110.49,23.79,56.65,18.36,4.89,0.68,6.65,0.75,0.07,43,0.17,23,0.43,0.8,76.92,16.32,6.76,26.01701802,26.32129685,31.336122,0.00E+00,0.765930115,1.676437485,742872.4517,3,3,1,3,1,0,0,1,0,2,1,7/6/2014,11/10/2014,10/25/2014,11/19/2014,3/4/2015,11/30/2014
S24,Satkhira,Cal,88.97435,22.76185,4118.6,14,5928,45.45,19.76,29.64,0,0,10,148.2,8,104,90.9,19.76,37.05,8.89,5.34,0.692,6.42,1.1,0.13,28,0.21,50,0.26,2.3,62.92,8.82,28.26,25.99454405,26.32792741,31.3392864,0.00E+00,0.764196055,1.692459569,742803.9015,3,3,1,3,0,0,0,1,0,2,1,7/2/2014,11/8/2014,10/25/2014,11/16/2014,2/28/2015,11/30/2014
S26,Satkhira,Cal,88.98787,22.74537,3206.3,16,429.6,49.4,12.89,53.7,0,0,10,161.1,6,104,123.5,19.33,42.96,0,0,0,6.35,1.3,0.07,35,0.2,12,1.16,1.52,64.24,18.68,17.08,26.01158136,26.35577391,31.34107855,0.00E+00,0.775814324,1.744690591,743258.8838,2,4,1,6,0,1,0,1,0,2,2,8/12/2014,11/10/2014,10/25/2014,11/16/2014,2/28/2015,11/30/2014
S27,Satkhira,Cal,88.99222,22.73507,3887.4,24,4358.8,60.15,14.53,36.32,2.62,13.1,20,145.3,8,103,106.94,17.44,36.32,6.54,0,0,6.15,1.25,0.22,33,0.18,19,0.3,1.12,64.42,17.82,17.76,26.02338778,26.37015709,31.34125625,0.00E+00,0.781943868,1.770581168,743508.8476,2,4,1,3,0,0,1,1,0,2,1,7/10/2014,11/18/2014,10/25/2014,11/26/2014,3/9/2015,11/30/2014
S28,Satkhira,Cal,89.73825,22.02503,3702.3,21,3040,65.55,28.5,47.5,0,0,18,133,9,101,113.62,15.2,28.5,0,0,0,6.79,0.88,0.13,39,0.21,20,1.16,1.56,65.74,19.32,14.94,26.42105628,26.85066642,31.26879629,0.00E+00,0.874120549,2.451832034,750595.798,3,4,1,3,1,0,0,1,0,2,1,7/8/2014,11/15/2014,10/25/2014,11/24/2014,3/5/2015,11/30/2014
S29,Satkhira,Cal,89.0223,22.74933,4041.5,28,3293.3,60.6,19.76,49.4,0,0,21,140,5,102,113.62,19.76,41.17,5.93,4.45,0.658,6.77,1.14,0.16,37,0.16,52,0.3,2.6,73.1,10.46,16.44,25.99875908,26.37643543,31.34334422,1.22E-06,0.780968065,1.789344706,743474.9214,3,3,1,4,0,0,0,1,1,1,1,7/14/2014,11/22/2014,10/25/2014,11/27/2014,3/9/2015,11/30/2014
S30,Satkhira,Cal,89.0257,22.76778,4165.4,22,4715.5,61.97,17.96,33.68,0,0,18,134.7,8,103,113.62,13.47,28.07,8.08,4.04,1.122,6.64,0.84,0.16,38,0.17,41,0.26,0.78,71.1,13.14,15.76,25.97475405,26.35796154,31.34237067,8.08E-07,0.772546161,1.760165618,743132.0989,3,3,2,3,0,1,0,1,0,2,1,7/10/2014,11/16/2014,10/25/2014,11/24/2014,3/7/2015,11/30/2014
S31,Satkhira,Cal,89.03078,22.77307,3837.8,28,4490.9,68.86,29.94,37.42,5.39,13.5,22,149.7,6,104,110.18,17.96,37.42,10.78,5.39,0.748,7.2,1.28,0.14,68,0.15,80,0.13,1.04,64.22,23.84,11.94,25.96689079,26.35519272,31.34189905,8.47E-07,0.771027433,1.757682922,743071.9258,3,3,1,3,0,0,0,1,1,1,1,7/15/2014,11/22/2014,10/25/2014,11/28/2014,3/12/2015,11/30/2014
S32,Satkhira,Cal,89.03017,22.78462,3786,21,1471.5,60.44,21.02,31.53,0,0,16,126.1,7,102,120.87,15.77,31.53,7.57,2.84,0,6.65,0.93,0.17,25,0.16,49,1.55,2.16,62.92,22.78,14.3,25.95256954,26.34165198,31.34021586,6.34E-07,0.765014684,1.735235606,742836.0675,3,3,1,4,0,0,0,1,0,2,1,7/10/2014,11/15/2014,10/25/2014,11/22/2014,3/4/2015,11/30/2014
S33,Satkhira,Cal,89.01955,22.79837,3791,19,4940,45.45,19.76,32.93,0,0,13,131.7,6,103,121.19,16.47,41.17,8.89,0,0,7.25,1.01,0.14,25.8,0.14,92,0.26,0.44,69.74,20.78,9.48,25.93817349,26.3194624,31.3373679,7.05E-08,0.755251344,1.693745302,742465.4107,3,3,1,3,0,1,1,1,0,2,1,7/4/2014,11/13/2014,10/25/2014,11/19/2014,3/2/2015,11/30/2014
S34,Satkhira,Cal,89.03493,22.79915,4368.2,20,2245.5,68.86,29.94,37.42,2.69,16.8,14,131,6,103,82.63,14.97,29.94,8.08,5.39,0.598,7.65,0.75,0.35,25.55,0.14,54,0.17,1.6,61.74,29.64,8.62,25.93321339,26.32785461,31.33739038,6.66E-07,0.758661415,1.714864931,742592.733,3,3,1,3,0,1,0,1,0,2,1,7/7/2014,11/14/2014,10/25/2014,11/20/2014,3/3/2015,11/30/2014
S35,Satkhira,Cal,89.09158,22.3286,3517.2,46,3293.3,56.81,20.58,41.17,2.96,18.5,40,123.5,6,102,113.62,28.82,61.75,22.23,5.93,0,7.55,0.91,0.2,29,0.14,37,0.17,2.4,61.7,19,19.3,26.58280197,26.95373624,31.24927046,9.48E-06,0.89696967,2.594982244,752171.9648,2,4,1,3,1,1,0,1,0,1,1,9/5/2014,12/10/2014,10/25/2014,12/16/2014,3/28/2015,11/30/2014
S36,Satkhira,Cal,89.08055,22.33242,3457.8,46,4798.9,97.39,14.11,28.23,0,0,42,127,8,75,100.63,21.17,42.34,17.78,7.62,0,7.67,1.07,0.09,40,0.15,27,0.3,1.32,60.84,23.54,15.62,26.57566145,26.94091609,31.24853388,1.05E-05,0.8984618,2.58307056,752054.709,2,4,1,3,0,0,1,1,0,1,1,7/28/2014,12/10/2014,10/25/2014,12/18/2014,3/3/2015,11/30/2014
S37,Satkhira,Cal,89.04483,22.3386,3702.3,26,4560,78.66,15.2,38,0,0,21,133,7,104,115.37,24.32,53.2,17.1,0,0,6.6,0.81,0.29,64,0.22,37,0.56,0.96,62.84,25.36,11.8,26.56109696,26.90139533,31.24255462,7.77E-06,0.903463939,2.550772066,751774.6491,2,4,0,4,1,1,1,1,1,1,1,8/2/2014,11/20/2014,10/25/2014,11/27/2014,3/11/2015,11/30/2014
S38,Satkhira,Cal,89.09727,22.38055,4007.8,26,2891.7,55.42,19.28,30.12,0,0,22,120.5,8,98,110.85,24.1,42.17,10.84,4.34,0.964,6.2,1.08,0.33,68,0.16,87,0.73,1.28,67.34,16.36,16.3,26.50780291,26.8950625,31.25899097,8.04E-06,0.889255167,2.513639481,751311.2547,3,3,1,3,0,0,1,1,0,1,1,7/15/2014,11/20/2014,10/25/2014,11/28/2014,3/6/2015,11/30/2014
S39,Satkhira,Cal,89.02573,22.3673,3357.2,38,2993.9,51.65,14.97,37.42,2.69,6.7,31,142.2,5,105,110.18,22.45,37.42,13.47,5.39,0,6.1,0.9,0.3,45,0.16,50,0.56,1.6,43.96,44.24,11.8,26.51814417,26.8466557,31.24350174,1.28E-05,0.901237026,2.486245274,751173.6134,2,3,0,6,0,1,1,1,0,1,1,7/24/2014,12/2/2014,10/25/2014,12/7/2014,3/22/2015,11/30/2014
S40,Satkhira,Cal,89.0159,22.34812,3369.8,37,4116.7,142.03,41.17,102.92,0,0,32,123.5,7,97,113.62,24.7,41.17,7.41,0,0,5.9,1.14,0.46,34,0.22,52,0.73,1.02,63.38,20,16.62,26.54303982,26.85857434,31.23631664,0.00E+00,0.905972644,2.512406863,751464.9874,2,3,1,6,0,0,0,1,1,1,1,8/25/2014,12/1/2014,10/25/2014,12/8/2014,3/15/2015,11/30/2014
S41,Satkhira,Cal,89.00302,22.3567,3933.7,46,3293.3,75.75,24.7,41.17,0,29.6,40,131.7,6,84,113.62,29.64,41.17,7.41,0,0,6.27,0.71,0.49,10,0.17,32,0.47,0.78,71.06,14.5,14.44,26.52923151,26.83287869,31.23405658,0.00E+00,0.905978666,2.486042368,751247.9842,2,3,1,3,0,0,1,1,0,1,1,8/13/2014,12/10/2014,10/25/2014,12/16/2014,3/10/2015,11/30/2014
S44,Satkhira,Cal,89.03323,22.39233,3794.9,31,3293.3,51.65,18.71,28.07,0,6.7,26,131,7,104,113.62,23.95,56.14,6.74,2.69,0.3,5.91,0.84,0.1,28,0.18,40,0.77,1.28,73.56,17.36,9.08,26.48391579,26.82359077,31.25100367,1.99E-05,0.895742312,2.447820443,750758.6054,3,4,1,3,0,0,1,1,1,1,1,7/23/2014,11/25/2014,10/25/2014,12/2/2014,3/16/2015,11/30/2014
S45,Satkhira,Cal,89.02865,22.40742,4118.8,26,3952,99.42,24.7,46.31,0,0,22,123.5,8,105,113.62,18.53,43.23,11.12,0,0,5.5,0.57,0.12,36,0.18,46,0.82,0.56,73.56,16.5,9.94,26.46202045,26.79958186,31.25348979,2.01E-05,0.893329655,2.416811825,750454.0778,2,3,2,3,0,0,0,1,1,1,1,7/10/2014,11/20/2014,10/25/2014,11/28/2014,3/13/2015,11/30/2014
S48,Satkhira,Cal,89.01727,22.41595,4118.6,26,4742.4,136.34,39.52,98.8,0,17.8,22,138.3,8,105,118.16,23.71,49.4,14.23,7.11,0,6.67,0.92,0.12,68,0.16,37,1.29,1.44,74.56,16.86,8.58,26.4488918,26.7761793,31.25285487,1.75E-05,0.892635175,2.390799106,750230.8857,2,4,0,4,0,0,0,1,0,1,1,8/15/2014,11/20/2014,10/25/2014,11/28/2014,3/13/2015,11/30/2014
S49,Satkhira,Cal,89.12183,22.40332,3264,34,3087.5,71.01,24.7,46.31,0,0,29,123.5,7,105,113.62,15.44,30.88,11.12,0,0,6.92,0.9,0.09,8,0.16,89,0.69,2.4,61.74,24.68,13.58,26.47531644,26.88132723,31.26393989,0.00E+00,0.882737817,2.490361381,751039.7542,2,3,1,6,0,1,0,1,1,1,2,7/10/2014,11/28/2014,10/25/2014,12/5/2014,3/20/2015,11/30/2014
S50,Satkhira,Cal,89.11093,22.38215,3980,31,2624.4,35.51,15.44,23.16,0,0,26,135.1,7,104,115.4,27.02,46.31,6.95,2.78,0.772,6.57,0.56,0.13,68,0.22,62,0.26,0.36,62.56,21,16.44,26.50657548,26.90202749,31.26002758,3.42E-06,0.886968524,2.51862921,751354.7795,3,3,1,4,0,0,1,1,0,1,1,8/1/2014,11/25/2014,10/25/2014,12/2/2014,3/16/2015,11/30/2014
S51,Satkhira,Cal,88.99563,22.66268,3884.6,26,5928,136.34,59.28,123.5,0,0,20,148.2,6,103,86.35,19.76,37.05,10.67,5.34,1.482,6.79,0.74,0.13,51,0.17,14,0.32,0.78,62.28,27,10.72,26.11429499,26.45193226,31.33033585,7.31E-07,0.816247181,1.909411648,745052.0538,3,3,1,3,0,0,0,1,1,2,1,7/25/2014,11/20/2014,10/25/2014,11/26/2014,3/9/2015,11/30/2014
S55,Satkhira,Cal,89.04262,22.8428,3885.7,26,2993.9,61.97,17.96,29.94,0,0,20,149.7,6,102,137.72,29.94,37.42,0,0,0,6,0.74,0.09,22,0.21,25,0.95,0.92,61.92,22.82,15.26,25.8769836,26.2807549,31.32297594,1.15E-06,0.737434246,1.642488897,741822.3774,2,3,0,4,0,0,1,1,1,1,1,7/15/2014,11/20/2014,10/25/2014,11/26/2014,3/8/2015,11/30/2014
S56,Satkhira,Cal,89.04768,22.86998,3995.7,7,3458,45.45,19.76,30.88,0,0,29,123.5,34,103,79.53,14.82,24.7,0,0,0,6.84,0.65,0.09,67,0.22,78,0.99,0.52,57.42,33.32,9.26,25.84205617,26.25016243,31.30959374,1.69E-06,0.723981173,1.596492705,741362.7618,2,3,2,3,0,0,1,1,1,1,1,7/30/2014,11/1/2014,10/25/2014,12/5/2014,3/18/2015,11/30/2014
B02,Bhola,Val,90.66002,22.6458,4784.7,16,4446,42.61,18.53,15.44,0,3.3,26,123.5,22,111,107.9,22.23,30.88,0,0,0,6.27,0.82,0.23,15.46,0.16,0,3.66,0.92,56.94,30.65,12.41,26.15866995,25.24212997,29.69107976,2.72E-07,0.488823569,1.410519648,759912.771,2,4,1,4,0,1,0,1,0,1,1,7/20/2014,11/10/2014,10/25/2014,12/2/2014,3/23/2015,11/30/2014
