"id.layer_local_c","dataset.code_ascii_txt","id.layer_uuid_txt","longitude.point_wgs84_dd","latitude.point_wgs84_dd","layer.sequence_usda_uint16","layer.upper.depth_usda_cm","layer.lower.depth_usda_cm","observation.date.begin_iso.8601_yyyy.mm.dd","observation.date.end_iso.8601_yyyy.mm.dd","surveyor.title_utf8_txt","id.project_ascii_txt","id.location_olc_txt","layer.texture_usda_txt","pedon.taxa_usda_txt","horizon.designation_usda_txt","longitude.county_wgs84_dd","latitude.county_wgs84_dd","location.point.error_any_m","location.country_iso.3166_txt","observation.ogc.schema.title_ogc_txt","observation.ogc.schema_idn_url","surveyor.contact_ietf_email","surveyor.address_utf8_txt","dataset.title_utf8_txt","dataset.owner_utf8_txt","dataset.address_idn_url","dataset.doi_idf_url","dataset.license.title_ascii_txt","dataset.license.address_idn_url","dataset.contact.name_utf8_txt","dataset.contact_ietf_email","id.dataset.site_ascii_txt","id_mir","id_vis","id_neon"
"49642","KSSL.SSL","5fa3391860128f281b172340eec268c6",-81.9913864,34.7369461,NA,46,76,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866WP2P5+QC","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12354",TRUE,FALSE,FALSE
"49643","KSSL.SSL","3c30752278a77cbec56ecd672f897865",-81.9913864,34.7369461,NA,76,97,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866WP2P5+QC","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12354",TRUE,FALSE,FALSE
"49644","KSSL.SSL","600af6057d0bf9497b292bc3e2fab6a1",-81.9913864,34.7369461,NA,97,145,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866WP2P5+QC","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt3",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12354",TRUE,FALSE,FALSE
"49645","KSSL.SSL","d1f94b7b45c5e76b0609ba96ea8c7fcb",-81.9913864,34.7369461,NA,145,170,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866WP2P5+QC","Clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Bt4",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12354",TRUE,FALSE,FALSE
"49647","KSSL.SSL","8bc247b200fe104d42f9b018bb67f386",-82.0322189,34.9425011,NA,0,15,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWXV9+24","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","A",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12355",TRUE,FALSE,TRUE
"49648","KSSL.SSL","1491068304c443b88aac5acc76178d9b",-82.0322189,34.9425011,NA,15,89,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWXV9+24","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12355",TRUE,FALSE,FALSE
"49649","KSSL.SSL","c646b5e0cab34e820c5c4ed2f93f6b3f",-82.0322189,34.9425011,NA,89,142,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWXV9+24","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12355",TRUE,FALSE,FALSE
"49650","KSSL.SSL","ae1080507a50bc2d25b12e565a690557",-82.0322189,34.9425011,NA,142,165,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWXV9+24","Clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Bt4",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12355",TRUE,FALSE,FALSE
"49652","KSSL.SSL","fe32bbc69bad9df202c4c73fcada53e0",-82.0819472101934,35.1902772732545,NA,0,8,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","A",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,TRUE
"49653","KSSL.SSL","7752d903497c4ba944c676b466f8c503",-82.0819472101934,35.1902772732545,NA,8,18,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","BA",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,TRUE
"49654","KSSL.SSL","a0ea88352680c57f0194195c557c1995",-82.0819472101934,35.1902772732545,NA,18,76,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,FALSE
"49655","KSSL.SSL","2eba1869d6a48ced384577351e7c1820",-82.0819472101934,35.1902772732545,NA,76,114,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,FALSE
"49656","KSSL.SSL","7cdf6a42dc5bb7b9b970557d28f0f2ef",-82.0819472101934,35.1902772732545,NA,114,142,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Bt3",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,FALSE
"49657","KSSL.SSL","83ce8f6b88096c7398eb47e3f5b92a07",-82.0819472101934,35.1902772732545,NA,142,157,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V5WR9+46","Sandy loam to","Fine, kaolinitic, thermic Typic Kanhapludult","BCt",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12356",TRUE,FALSE,FALSE
"49659","KSSL.SSL","35a74dd421e05c7f4a08f4967b1e2c7b",-81.9486083218968,35.1602785072066,NA,0,3,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867W5362+4H","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Ap",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12357",TRUE,FALSE,FALSE
"49660","KSSL.SSL","150681b69148d20311b0c530b8ec6c27",-81.9486083218968,35.1602785072066,NA,3,48,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867W5362+4H","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12357",TRUE,FALSE,FALSE
"49661","KSSL.SSL","8723028272f9d77c66e3394ef926f134",-81.9486083218968,35.1602785072066,NA,48,122,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867W5362+4H","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12357",TRUE,FALSE,FALSE
"49662","KSSL.SSL","a8ce45595144d52ab9912fd26c3f59cb",-81.9486083218968,35.1602785072066,NA,122,152,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867W5362+4H","Clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Bt3",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12357",TRUE,FALSE,FALSE
"49664","KSSL.SSL","5a4e2a1f18eac57391bca55746c535f0",-82.1261137962181,35.0238878626737,NA,0,5,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","A",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,FALSE
"49665","KSSL.SSL","bd1b3a874faf8c78a7fd613039f3faae",-82.1261137962181,35.0238878626737,NA,5,13,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","BA",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,TRUE
"49666","KSSL.SSL","2819f17f813726beac2ba9efc580678e",-82.1261137962181,35.0238878626737,NA,13,71,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,FALSE
"49667","KSSL.SSL","11a9ddf737834c2008f2198b1289e238",-82.1261137962181,35.0238878626737,NA,71,89,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,FALSE
"49668","KSSL.SSL","570d40b065a7a0037f21f2f1f3a15e42",-82.1261137962181,35.0238878626737,NA,89,147,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","Bt3",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,FALSE
"49669","KSSL.SSL","578511e3bf8f9232d658f5307d2fd9cb",-82.1261137962181,35.0238878626737,NA,147,178,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","867V2VFF+HH","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","BCt",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12358",TRUE,FALSE,FALSE
"49671","KSSL.SSL","ed6f448da5643c4d8e4b4aea369cf01a",-82.0544434,34.8669434,NA,0,5,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8W+Q6","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","A",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12359",TRUE,FALSE,TRUE
"49672","KSSL.SSL","b4e3c0b8a8aec5b4115a1ff1200f9b26",-82.0544434,34.8669434,NA,5,25,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8W+Q6","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","BE",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12359",TRUE,FALSE,TRUE
"49673","KSSL.SSL","31d27832b771e0d55fc16869d8e2b0bf",-82.0544434,34.8669434,NA,25,94,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8W+Q6","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12359",TRUE,FALSE,FALSE
"49674","KSSL.SSL","7ca48bea38e1f34fdf03e45307eebd27",-82.0544434,34.8669434,NA,94,152,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8W+Q6","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12359",TRUE,FALSE,FALSE
"49676","KSSL.SSL","0c3815ca887cc7ea4e5d8e2418b003c1",-82.0583344,34.9266663,NA,0,8,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWWGR+MM","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","A1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12360",TRUE,FALSE,TRUE
"49677","KSSL.SSL","cf2cc68f7b3de12b50b89cfb5e3d8077",-82.0583344,34.9266663,NA,8,25,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWWGR+MM","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","A2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12360",TRUE,FALSE,TRUE
"49678","KSSL.SSL","8d33a6045b3df7b554d6d7cc0e09040b",-82.0583344,34.9266663,NA,25,53,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VWWGR+MM","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","BA",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12360",TRUE,FALSE,FALSE
