ID,SOC,DEM,Slope,TPI,MAP,MAT,NDVI,NLCD,FRG
236,7.356,1174.906982,0.899481833,0.183320314,367.2137451,12.24925041,0.529181242,Planted/Cultivated,Fire Regime Group II
237,1.872,2007.589966,0.800130606,1.259749174,387.8643188,5.763737202,0.361546248,Shrubland,Indeterminate FRG
238,3.537,2316.311035,1.806293011,0.250900894,288.1150513,6.525266171,0.210098475,Shrubland,Fire Regime Group V
239,4.903,821.1589966,1.928120017,-0.887635827,559.8840942,11.04479122,0.489798218,Planted/Cultivated,Fire Regime Group II
240,4.011,1306.727661,1.493518829,-0.457343131,425.2972107,9.521315575,0.395361334,Herbaceous,Fire Regime Group II
241,15.74,1008.366211,1.070653319,-0.559373856,514.5505371,10.77232361,0.419105828,Planted/Cultivated,Fire Regime Group II
242,19.092,2510.685303,20.4222908,-1.068132162,709.0564575,0.702472448,0.575231373,Forest,Fire Regime Group IV
243,3.983,2044.476807,2.18674159,0.069358401,279.2951355,5.688374996,0.247328982,Shrubland,Fire Regime Group IV
244,14.541,2602.433594,11.38863754,-11.65337181,394.6705017,3.166808605,0.558181643,Forest,Fire Regime Group II
245,0.606,1125.764282,1.311453462,0.977267027,361.6979065,16.19720078,0.280647784,Shrubland,Fire Regime Group II
246,10.319,2703.303955,7.780416489,-0.572238982,618.0983887,0.913608253,0.609139681,Forest,Fire Regime Group IV
247,11.22,2812.127197,9.349423409,6.653428078,720.0631104,4.074494839,0.685492694,Forest,Fire Regime Group I
248,9.151,2702.168457,13.88063431,2.608840227,750.4204102,3.368469477,0.770299137,Forest,Fire Regime Group III
249,3.678,3000.69873,13.41716194,-9.479537964,522.2666016,3.880515575,0.564237475,Forest,Fire Regime Group III
250,3.02,2089.066162,4.34867239,-3.37101078,274.9546509,8.673484802,0.213993266,Shrubland,Fire Regime Group V
251,6.015,2326.657471,5.38265419,-2.480853081,533.9396362,6.784500122,0.540173471,Forest,Fire Regime Group I
252,16.527,2990.375,14.31359577,0.447707355,637.1654663,2.433563709,0.610815167,Forest,Fire Regime Group I
253,15.763,2723.777344,10.93907642,-0.085723579,468.3244934,3.335808039,0.413938969,Shrubland,Fire Regime Group I
254,1.46,2043.558228,3.754749537,-1.085454226,262.7051086,5.880412579,0.17308946,Shrubland,Fire Regime Group IV
255,10.319,2703.303955,7.780416489,-0.572238982,618.0983887,0.913608253,0.609139681,Forest,Fire Regime Group III
256,10.661,2212.135254,7.817354679,-4.664190292,442.33255,4.186666489,0.417176396,Shrubland,Fire Regime Group IV
257,8.818,2581.483887,6.358552933,2.762585163,679.1391602,6.358550072,0.70171386,Forest,Fire Regime Group III
258,5.063,2423.28833,10.51017284,7.013783932,556.4901123,7.557193756,0.575008512,Forest,Fire Regime Group IV
259,1.36,3013.671631,17.72244072,5.115865231,942.8474121,1.672295809,0.655029655,Forest,Fire Regime Group IV
260,2.18,1178.60022,2.825965643,-0.237747535,462.9976807,10.38045883,0.41517055,Herbaceous,Fire Regime Group II
261,0.843,1464.812744,8.877799988,6.580115795,336.1734924,15.53285027,0.198272943,Shrubland,Fire Regime Group I
262,1.016,1409.631836,1.717004657,-4.20728302,293.8746643,15.98961067,0.191852242,Shrubland,Indeterminate FRG
263,14.276,2689.234619,8.749390602,3.737038851,657.0748901,4.985505104,0.722422421,Forest,Fire Regime Group III
264,5.26,799.4375,1.709207773,-0.510423124,530.8222656,12.32347393,0.437354654,Herbaceous,Fire Regime Group II
265,0.805,1185.43103,2.303528547,0.770214379,424.5327148,14.30595779,0.280245245,Shrubland,Fire Regime Group II
266,5.528,2044.137939,20.80967331,-5.606907368,407.2964783,8.467778206,0.499950737,Forest,Fire Regime Group IV
267,6.088,1983.726807,2.43729043,-1.229195356,465.3496399,9.48197937,0.339027196,Herbaceous,Fire Regime Group II
268,5.49,2389.770752,13.87090683,3.66655302,611.7106934,3.173333406,0.610834897,Forest,Fire Regime Group III
269,3.915,1981.618164,7.504547119,-3.81141758,290.1477356,10.02245045,0.229580045,Shrubland,Fire Regime Group IV
270,30.473,3124.866211,16.74751282,-9.535725594,777.4370728,2.569800138,0.737809896,Forest,Fire Regime Group V
271,7.596,2514.776367,6.598981857,2.944533825,530.7138062,7.413799763,0.537420094,Forest,Fire Regime Group III
272,3.02,1827.527466,6.71753931,1.027396679,255.2162933,12.69849968,0.18942222,Shrubland,Fire Regime Group I
273,18.277,2705.762939,9.070051193,-0.050651606,704.5940552,5.487373829,0.6759516,Forest,Fire Regime Group IV
274,6.536,2049.090088,4.397823334,-0.971242547,494.8096619,8.273913383,0.444519132,Herbaceous,Fire Regime Group II
275,3.777,2230.669434,10.46758366,4.158124924,339.2373962,8.614343643,0.256948441,Shrubland,Fire Regime Group IV
276,4.086,1367.865479,1.343380928,0.306645364,431.5834656,12.03663063,0.322731376,Herbaceous,Fire Regime Group II
277,2.203,1341.309082,0.906366825,-0.606334746,380.9888916,9.710268974,0.395435303,Herbaceous,Fire Regime Group II
278,5.084,2196.479004,2.656195879,0.750767171,342.2437439,3.922222137,0.268204004,Shrubland,Fire Regime Group IV
279,3.067,1708.984131,2.598118782,1.046590924,414.9546814,9.060824394,0.383566409,Herbaceous,Fire Regime Group II
280,5.313,1592.893188,4.266611576,-0.588361681,358.3238831,7.446875095,0.38285476,Herbaceous,Fire Regime Group II
281,6.088,1983.726807,2.43729043,-1.229195356,465.3496399,9.48197937,0.339027196,Herbaceous,Fire Regime Group II
282,4.555,3471.049316,24.94082069,-26.70865059,548.7642822,-0.342474163,0.506736457,Forest,Fire Regime Group III
283,4.931,3109.554443,4.272080421,-2.898399591,476.6496887,1.403068185,0.466559857,Forest,Fire Regime Group IV
284,3.02,2089.066162,4.34867239,-3.37101078,274.9546509,8.673484802,0.213993266,Shrubland,Fire Regime Group III
285,6.384,2105.484619,1.603163719,1.489296794,500.9042664,7.5748353,0.384697109,Herbaceous,Fire Regime Group II
286,4.01,2178.81665,1.209943533,-0.955271423,327.1208801,5.019322872,0.330301374,Shrubland,Fire Regime Group I
287,3.134,2141.247314,2.088098049,-0.132986262,286.915802,5.530650139,0.358321786,Shrubland,Fire Regime Group IV
288,8.974,2650.486816,8.470442772,6.007653236,884.5328979,2.478549957,0.592254341,Forest,Fire Regime Group III
289,16.201,2268.374756,16.51601791,6.371850491,572.3169556,5.624141216,0.69854629,Forest,Fire Regime Group III
290,0.843,1464.812744,8.877799988,6.580115795,336.1734924,15.53285027,0.198272943,Shrubland,Fire Regime Group I
291,3.134,1175.755737,2.327094793,-0.132986262,286.915802,14.16244888,0.358321786,Shrubland,Fire Regime Group II
292,23.19,2684.262939,7.831615448,4.521270752,629.9919434,4.578089714,0.585367084,Forest,Fire Regime Group V
293,2.459,2058.539063,2.982291222,-0.188502803,262.9281006,9.232777596,0.187527359,Shrubland,Fire Regime Group III
294,6.268,2639.685059,4.695431232,-7.371222973,311.7318726,3.483041286,0.411060423,Shrubland,Fire Regime Group IV
295,1.03,808.7618408,0.753047287,0.042221736,435.4337463,12.43833351,0.378094524,Planted/Cultivated,Fire Regime Group II
296,16.201,2268.374756,16.51601791,6.371850491,572.3169556,5.624141216,0.69854629,Forest,Fire Regime Group III
297,6.123,1382.457153,6.559945107,2.988004684,350.4103088,7.243100166,0.34973678,Herbaceous,Fire Regime Group II
298,3.02,2089.066162,4.34867239,-3.37101078,274.9546509,8.673484802,0.213993266,Shrubland,Fire Regime Group III
299,4.492,1620.743896,3.420188904,-0.832008243,405.1872864,10.59787846,0.338653505,Herbaceous,Fire Regime Group II
300,3.7,735.6009521,1.91777432,0.065530546,613.3708496,10.88930225,0.503653765,Planted/Cultivated,Fire Regime Group II
301,3.445,1583.133789,1.594504714,-0.798921406,383.3316956,8.243385315,0.422314763,Herbaceous,Fire Regime Group III
302,3.9,953.5596313,1.476952553,0.265975893,487.9603271,11.39086723,0.376978844,Herbaceous,Fire Regime Group II
303,8.221,1272.464844,2.106517553,2.015228271,532.8913574,7.692424297,0.492245644,Herbaceous,Fire Regime Group II
304,5.699,1689.933838,2.962572098,-0.320112914,425.2857361,10.05500031,0.378745168,Herbaceous,Fire Regime Group II
305,6.084,2465.521973,10.10852718,8.48152256,489.2418823,2.535979271,0.531961083,Shrubland,Fire Regime Group III
306,4.392,1500.801392,2.286377907,-0.164715573,347.5136108,7.737400055,0.344278902,Herbaceous,Fire Regime Group II
307,6.361,2295.626953,7.495732307,7.068157673,403.0335999,7.641550064,0.443558514,Shrubland,Fire Regime Group III
308,4.778,1328.481079,4.21553421,-1.488706708,393.6943054,7.343949795,0.392979741,Herbaceous,Fire Regime Group II
309,2.743,2225.543945,8.781626701,3.657598495,385.1282043,4.949494839,0.370657444,Shrubland,Fire Regime Group IV
310,2.653,2168.414307,1.331408381,0.359174877,342.463501,5.00161314,0.304574579,Shrubland,Fire Regime Group III
311,5.803,2329.92041,12.04533386,-5.340531826,441.7564697,4.183131218,0.381312042,Shrubland,Fire Regime Group III
312,2.519,1395.630371,1.122055769,1.045879006,455.7088013,13.59239769,0.318917453,Herbaceous,Fire Regime Group II
313,5.378,1635.208984,1.514538884,-0.303478569,365.1742554,8.4301548,0.380571246,Herbaceous,Fire Regime Group II
314,6.147,1212.831909,1.34484899,-0.101372443,441.9216614,9.456276894,0.525343359,Herbaceous,Fire Regime Group II
315,1.095,1309.369141,0.835930109,-0.048712332,414.9022522,14.35811234,0.329325885,Herbaceous,Fire Regime Group II
316,3.445,1583.133789,1.594504714,-0.798921406,383.3316956,8.243385315,0.422314763,Herbaceous,Fire Regime Group II
317,5.744,577.8641357,1.132584929,0.553863347,522.958374,12.51885414,0.456023455,Planted/Cultivated,Fire Regime Group II
318,0.462,699.2559814,0.976019144,-0.355791897,637.2529907,12.84326363,0.527522802,Planted/Cultivated,Fire Regime Group II
319,18.062,533.5730591,1.951879144,-0.440668106,684.5789185,11.21351624,0.556147873,Herbaceous,Fire Regime Group II
320,3.48,1331.058105,1.530678153,-0.367511362,432.2693176,9.820252419,0.4193905,Herbaceous,Fire Regime Group II
321,1.071,1433.825073,4.24418354,-3.743143559,314.1949463,16.30372429,0.201729313,Shrubland,Fire Regime Group III
322,16.201,2268.374756,16.51601791,6.371850491,572.3169556,5.624141216,0.69854629,Forest,Fire Regime Group IV
323,18.814,1238.434082,6.607188225,1.621078014,379.6729126,7.546700954,0.372774959,Herbaceous,Fire Regime Group II
324,23.058,3376.141846,13.68394852,-3.088920832,590.5670166,-0.103999995,0.503067672,Forest,Fire Regime Group II
325,2.743,2225.543945,8.781626701,3.657598495,385.1282043,4.949494839,0.370657444,Shrubland,Fire Regime Group III
326,1.286,1261.498779,0.981586695,0.177129149,404.8471375,13.99341869,0.40715158,Planted/Cultivated,Fire Regime Group II
327,10.993,3618.02417,26.10416222,16.70625687,1128.114502,-0.591063797,0.454393744,Herbaceous,Fire Regime Group III
328,6.325,738.788269,2.017730951,0.521883965,670.0877686,11.45682812,0.496841371,Planted/Cultivated,Fire Regime Group II
329,13.431,3376.358154,14.39017105,3.393611908,580.6061401,-0.213022023,0.535711646,Forest,Fire Regime Group III
330,2.759,1516.199951,11.0110321,-5.132051945,393.2549438,14.01098919,0.286339402,Shrubland,Fire Regime Group IV
331,6.979,1354.376587,1.576267362,-0.708830059,389.4861145,8.795876503,0.384414405,Herbaceous,Fire Regime Group II
332,0.708,1271.579468,1.199087143,0.269901872,441.647522,10.13994694,0.464441001,Herbaceous,Fire Regime Group II
333,4.903,600.5227051,1.253831625,-0.887635827,559.8840942,12.70663166,0.489798218,Planted/Cultivated,Fire Regime Group II
334,3.113,1604.231445,2.493979216,-1.169954419,421.5275879,11.19510078,0.335642278,Herbaceous,Fire Regime Group II
335,4.861,1188.688477,1.050541401,0.059854481,419.7037048,15.04729557,0.330886126,Herbaceous,Fire Regime Group II
336,11.589,1190.883179,1.299599767,-0.53571564,421.2796631,11.48664665,0.365856677,Herbaceous,Fire Regime Group II
337,3.141,1469.530151,1.437999845,-2.700242758,369.6527405,11.81823254,0.376411051,Herbaceous,Fire Regime Group II
338,6.288,1552.659912,2.377149105,6.333540916,1109.410767,14.35317707,0.463773489,Shrubland,Fire Regime Group II
339,1.293,1970.157715,2.354853392,-0.108235329,247.37323,9.662676811,0.153097853,Shrubland,Fire Regime Group III
340,10.076,2497.380615,6.794489861,-2.168010473,463.7182617,3.173333406,0.559301913,Shrubland,Fire Regime Group IV
341,8.907,1030.479126,1.911791921,-0.470413834,533.5710449,10.6839695,0.43184486,Planted/Cultivated,Fire Regime Group II
342,3.141,1287.726563,1.562330842,-2.700242758,369.6527405,14.22039986,0.376411051,Herbaceous,Fire Regime Group II
343,4.622,808.7618408,0.753047287,0.203347072,566.9932861,12.43833351,0.48653847,Planted/Cultivated,Fire Regime Group II
344,2.759,1516.199951,11.0110321,-5.132051945,393.2549438,14.01098919,0.286339402,Shrubland,Fire Regime Group IV
345,4.23,566.4096069,1.035616636,0.323040247,458.2818909,12.88913536,0.581132531,Planted/Cultivated,Fire Regime Group II
346,3.055,1433.602295,3.650353193,0.171222806,569.1031494,11.24327946,0.486693203,Planted/Cultivated,Fire Regime Group IV
347,10.793,585.0255737,1.097045779,-0.787911355,590.2868042,13.37655926,0.515275896,Planted/Cultivated,Fire Regime Group II
348,3.7,935.8794556,0.898064971,0.065530546,613.3708496,12.82118511,0.503653765,Planted/Cultivated,Fire Regime Group II
349,4.327,1030.479126,1.911791921,0.205199167,672.2050171,10.6839695,0.54985714,Planted/Cultivated,Fire Regime Group II
350,2.759,1516.199951,11.0110321,-5.132051945,393.2549438,14.01098919,0.286339402,Shrubland,Fire Regime Group IV
351,1.049,1728.271118,1.225230575,0.867286742,377.2028809,9.337244987,0.307262123,Herbaceous,Fire Regime Group II
352,7.746,1841.826294,1.273437381,-0.699582577,404.4323425,9.717311859,0.340306938,Herbaceous,Fire Regime Group II
353,0.949,1864.31189,2.968067169,0.071131162,233.6766968,10.2986002,0.142433494,Shrubland,Fire Regime Group IV
354,4.977,732.536438,1.632046223,-0.073475003,465.0525513,11.53554916,0.398264199,Planted/Cultivated,Fire Regime Group II
355,3.141,1561.74939,4.469407558,-2.700242758,369.6527405,8.056969643,0.376411051,Herbaceous,Fire Regime Group II
356,4.83,1574.089111,6.087800026,2.635663509,308.5285034,14.64173508,0.205071822,Shrubland,Fire Regime Group IV
357,15.595,2336.803711,10.7013855,1.5493716,503.957428,1.738368392,0.682571113,Shrubland,Fire Regime Group III
358,4.23,821.1589966,1.928120017,0.323040247,458.2818909,11.04479122,0.581132531,Planted/Cultivated,Fire Regime Group II
359,19.092,2510.685303,20.4222908,-1.068132162,709.0564575,0.702472448,0.575231373,Forest,Fire Regime Group IV
360,5.063,2423.28833,10.51017284,7.013783932,556.4901123,7.557193756,0.575008512,Forest,Fire Regime Group I
361,14.242,2324,19.7778759,-0.180625707,399.7516479,4.629796028,0.407292426,Forest,Fire Regime Group IV
362,13.351,924.6051025,1.178359032,-0.204956129,344.8928833,12.59853268,0.560792089,Planted/Cultivated,Fire Regime Group II
363,5.051,2620.716064,5.428175449,-10.73035431,329.9515076,4.919489861,0.386822402,Herbaceous,Fire Regime Group III
364,4.23,935.8794556,0.898064971,0.323040247,458.2818909,12.82118511,0.581132531,Planted/Cultivated,Fire Regime Group II
365,6.325,735.6009521,1.91777432,0.521883965,670.0877686,10.88930225,0.496841371,Planted/Cultivated,Fire Regime Group II
366,11.578,605.6264648,0.649252713,0.11240714,516.0366821,13.13104153,0.530194163,Planted/Cultivated,Fire Regime Group II
367,3.134,2141.247314,2.088098049,-0.132986262,286.915802,5.530650139,0.358321786,Shrubland,Fire Regime Group III
368,4.313,2100.995605,4.437342644,0.28825599,426.3725891,10.02569962,0.343740642,Forest,Fire Regime Group IV
369,6.098,2149.489258,1.183782816,-2.364760876,342.4104919,9.112000465,0.204098836,Herbaceous,Fire Regime Group IV
370,14.242,2324,19.7778759,-0.180625707,399.7516479,4.629796028,0.407292426,Forest,Fire Regime Group III
371,9.51,2511.972412,7.361341953,3.295280933,579.6307983,3.048888922,0.628041446,Shrubland,Fire Regime Group IV
372,14.541,2602.433594,11.38863754,-11.65337181,394.6705017,3.166808605,0.558181643,Forest,Fire Regime Group III
373,3.678,3000.69873,13.41716194,-9.479537964,522.2666016,3.880515575,0.564237475,Forest,Fire Regime Group IV
374,16.201,2268.374756,16.51601791,6.371850491,572.3169556,5.624141216,0.69854629,Forest,Fire Regime Group III
375,2.24,2027.330566,0.895840585,0.215404332,207.0542603,3.394042492,0.262170672,Shrubland,Fire Regime Group III
376,3.021,2295.395996,4.190437317,1.689725041,358.0244141,1.447872281,0.377197832,Shrubland,Fire Regime Group III
377,11.22,2281.424561,7.745949745,-3.282370329,391.4978027,8.533787727,0.353026539,Forest,Fire Regime Group III
378,3.134,2141.247314,2.088098049,-0.132986262,286.915802,5.530650139,0.358321786,Shrubland,Fire Regime Group III
379,3.678,3000.69873,13.41716194,-9.479537964,522.2666016,3.880515575,0.564237475,Forest,Fire Regime Group III
380,1.46,2043.558228,3.754749537,-1.085454226,262.7051086,5.880412579,0.17308946,Shrubland,Fire Regime Group IV
381,2.359,1423.714844,1.236762762,0.02485165,327.0856934,11.66825008,0.26537481,Herbaceous,Fire Regime Group II
382,4.287,598.574707,2.069401264,-0.536091745,661.524292,11.03677464,0.583163798,Herbaceous,Fire Regime Group II
383,2.459,2058.539063,2.982291222,-0.188502803,262.9281006,9.232777596,0.187527359,Shrubland,Fire Regime Group III
384,23.19,2684.262939,7.831615448,4.521270752,629.9919434,4.578089714,0.585367084,Forest,Fire Regime Group III
385,5.37,567.9083252,1.091024637,0.053166378,570.2481689,13.43826294,0.458886147,Planted/Cultivated,Fire Regime Group II
386,1.36,3013.671631,17.72244072,5.115865231,942.8474121,1.672295809,0.655029655,Forest,Fire Regime Group V
387,4.974,1442.376221,2.074910402,0.268126607,415.7359009,8.59010601,0.405050755,Herbaceous,Fire Regime Group II
388,1.841,2495.733887,20.31998825,1.588556767,292.7969971,1.137828231,0.239042446,Shrubland,Fire Regime Group III
389,3.915,1981.618164,7.504547119,-3.81141758,290.1477356,10.02245045,0.229580045,Shrubland,Fire Regime Group IV
390,9.1,1682.100464,1.977341056,0.96739012,409.3686829,9.131343842,0.383195162,Herbaceous,Fire Regime Group II
391,8.221,1442.376221,2.074910402,2.015228271,532.8913574,8.59010601,0.492245644,Herbaceous,Fire Regime Group II
392,2.735,2206.979736,3.553725243,2.003159761,369.5882874,8.630700111,0.267089158,Shrubland,Fire Regime Group I
393,3.667,2584.609131,8.528406143,0.812943816,310.8280029,3.544950008,0.274277657,Shrubland,Fire Regime Group IV
394,4.974,1442.376221,2.074910402,0.268126607,415.7359009,8.59010601,0.405050755,Herbaceous,Fire Regime Group II
395,1.303,1013.55426,1.695938587,0.038233001,344.0316467,16.74279022,0.229102552,Shrubland,Fire Regime Group II
396,2.203,1341.309082,0.906366825,-0.606334746,380.9888916,9.710268974,0.395435303,Herbaceous,Fire Regime Group II
397,15.763,2229.078613,5.671614647,-0.085723579,468.3244934,4.595168591,0.413938969,Shrubland,Fire Regime Group IV
398,2.379,2095.52832,4.729340076,-4.757287502,308.8486023,5.808469296,0.226454243,Shrubland,Fire Regime Group V
399,4.83,699.0772095,1.628158092,0.028051348,581.9840088,11.75282574,0.444095701,Herbaceous,Fire Regime Group II
400,0.408,1331.058105,1.530678153,-0.02701824,393.8974915,9.820252419,0.275360823,Herbaceous,Fire Regime Group II
401,6.423,1484.407959,2.215788126,-0.965521514,329.37146,7.38882637,0.319043934,Herbaceous,Fire Regime Group II
402,0.73,676.6921387,1.339965463,0.082290597,193.9132233,12.6019268,0.554732025,Planted/Cultivated,Fire Regime Group II
403,2.23,1758.679443,1.79806757,-0.810913026,439.7218628,9.526071548,0.348820806,Herbaceous,Fire Regime Group II
404,2.771,2285.150635,9.571628571,9.453812599,473.7323914,7.92414999,0.519464135,Forest,Fire Regime Group III
405,0.485,1244.975098,1.038609505,-0.974408686,272.4752197,16.67785645,0.188993141,Shrubland,Fire Regime Group II
406,1.255,2074.0271,4.689906597,0.712371588,315.9717102,9.503649712,0.210036114,Shrubland,Fire Regime Group III
407,1.11,1432.050415,2.085021734,0.780691028,283.2594299,11.16994667,0.246242076,Herbaceous,Fire Regime Group II
408,1.303,1574.089111,6.087800026,0.038233001,344.0316467,14.64173508,0.229102552,Shrubland,Fire Regime Group III
409,8.627,1387.389648,1.462466955,-0.465272009,733.1299438,10.11128902,0.526044607,Planted/Cultivated,Fire Regime Group II
410,4.903,935.8794556,0.898064971,-0.887635827,559.8840942,12.82118511,0.489798218,Planted/Cultivated,Fire Regime Group II
411,1.726,935.8794556,0.898064971,0.21298115,649.3221436,12.82118511,0.574132502,Planted/Cultivated,Fire Regime Group II
412,10.54,1119.703491,1.170495033,0.105118684,511.6803284,10.61850548,0.42191124,Planted/Cultivated,Fire Regime Group II
413,3.537,1063.505127,1.025621295,0.250900894,288.1150513,16.87428665,0.210098475,Shrubland,Fire Regime Group II
414,10.076,2497.380615,6.794489861,-2.168010473,463.7182617,3.173333406,0.559301913,Shrubland,Fire Regime Group IV
415,2.23,1758.679443,1.79806757,-0.810913026,439.7218628,9.526071548,0.348820806,Herbaceous,Fire Regime Group II
416,1.49,1740.75647,2.759902477,0.172324717,229.827774,6.57490015,0.222023144,Shrubland,Fire Regime Group III
417,2.519,1395.630371,1.122055769,1.045879006,455.7088013,13.59239769,0.318917453,Herbaceous,Fire Regime Group II
418,3.489,1442.376221,2.074910402,0.041204676,324.5169678,8.59010601,0.34646821,Herbaceous,Fire Regime Group II
419,3.852,935.8794556,0.898064971,0.424683928,425.8609009,12.82118511,0.388191253,Planted/Cultivated,Fire Regime Group II
420,4.461,2567.928223,9.768165588,-1.758072615,364.1670837,2.979361773,0.546269119,Shrubland,Fire Regime Group III
421,0.462,808.7618408,0.753047287,-0.355791897,637.2529907,12.43833351,0.527522802,Planted/Cultivated,Fire Regime Group II
422,7.596,2514.776367,6.598981857,2.944533825,530.7138062,7.413799763,0.537420094,Forest,Fire Regime Group I
423,19.092,2510.685303,20.4222908,-1.068132162,709.0564575,0.702472448,0.575231373,Forest,Fire Regime Group III
424,4.555,3471.049316,24.94082069,-26.70865059,548.7642822,-0.342474163,0.506736457,Forest,Fire Regime Group III
425,18.142,2423.04834,4.774805069,2.605886698,859.5509033,0.885500014,0.546603322,Forest,Fire Regime Group IV
426,11.615,1631.555298,6.854818344,1.969016433,378.262207,6.826449871,0.298177838,Shrubland,Fire Regime Group III
427,3.782,2328.449463,10.4627409,0.551476836,508.8981934,7.075252533,0.573623061,Forest,Fire Regime Group III
428,3.692,2983.2229,10.71210957,6.129731178,452.7119141,2.797250032,0.555657208,Forest,Fire Regime Group II
429,5.026,2753.620605,8.964640617,4.086308956,547.1951294,2.230174541,0.575975776,Forest,Fire Regime Group III
430,2.21,1128.665894,1.434005022,0.520512283,368.8092957,15.94797993,0.272296101,Shrubland,Fire Regime Group II
431,4.986,2847.404053,8.503745079,-2.512422323,636.9000244,4.347171783,0.619874477,Forest,Fire Regime Group III
432,18.391,2739.768799,18.00257874,6.832597256,783.6572876,4.328260899,0.746697128,Forest,Fire Regime Group III
433,3.075,1188.688477,1.050541401,1.048844576,340.256897,15.04729557,0.264569998,Herbaceous,Fire Regime Group II
434,1.841,1658.733765,1.846734643,1.588556767,292.7969971,7.444696903,0.239042446,Shrubland,Fire Regime Group III
435,0.843,1740.75647,2.759902477,6.580115795,336.1734924,6.57490015,0.198272943,Shrubland,Fire Regime Group II
436,1.646,2050.006592,3.656596661,-2.007000685,258.5541077,10.17354965,0.169441774,Herbaceous,Fire Regime Group IV
437,7.292,1292.975708,2.938093662,0.749709904,439.3497009,7.870459557,0.386142641,Herbaceous,Fire Regime Group II
438,4.622,732.536438,1.632046223,0.203347072,566.9932861,11.53554916,0.48653847,Planted/Cultivated,Fire Regime Group II
439,3.445,1917.902954,2.958293438,-0.798921406,383.3316956,8.974277496,0.422314763,Herbaceous,Fire Regime Group II
440,9.908,2572.343506,18.61675262,-6.635668755,741.8276978,0.858724594,0.535275221,Forest,Fire Regime Group IV
441,3.568,1591.180908,2.513181925,-3.156573296,424.9837952,14.27880001,0.243449926,Herbaceous,Fire Regime Group II
442,1.095,1309.369141,0.835930109,-0.048712332,414.9022522,14.35811234,0.329325885,Herbaceous,Fire Regime Group II
443,6.088,1983.726807,2.43729043,-1.229195356,465.3496399,9.48197937,0.339027196,Herbaceous,Fire Regime Group II
444,3.122,1346.618408,3.588724375,3.911759853,313.3208618,15.20838356,0.235080302,Shrubland,Fire Regime Group II
445,1.542,1251.51123,0.936136723,0.050602026,386.8246155,11.09724522,0.394683599,Herbaceous,Fire Regime Group II
446,3.489,1615.220093,3.082427502,0.041204676,324.5169678,6.838737488,0.34646821,Herbaceous,Fire Regime Group II
447,3.039,1272.464844,2.106517553,-0.08539217,318.1789856,7.692424297,0.335409015,Herbaceous,Fire Regime Group II
448,3.57,1484.407959,2.215788126,1.83081007,327.8369141,7.38882637,0.27122131,Herbaceous,Fire Regime Group II
449,10.276,1623.31604,11.54418755,2.181707382,468.5472107,14.78425026,0.358706594,Forest,Fire Regime Group III
450,10.745,2484.282715,7.12181139,5.146931171,869.4724121,0.470781118,0.619101346,Forest,Fire Regime Group IV
451,6.189,1094.049561,3.288715839,-1.973678946,371.9525452,7.324999809,0.407987505,Herbaceous,Fire Regime Group II
452,5.009,1561.74939,4.469407558,-2.700242758,369.6527405,8.056969643,0.376411051,Herbaceous,Fire Regime Group II
453,3.02,2089.066162,4.34867239,-3.37101078,274.9546509,8.673484802,0.213993266,Shrubland,Fire Regime Group III
454,8.05,1184.781738,1.468144894,0.317078203,395.2409973,11.91399956,0.305360764,Herbaceous,Fire Regime Group II
455,11.049,1229.811035,5.013376713,-0.120323949,404.3808899,7.690400124,0.408586591,Herbaceous,Fire Regime Group II
456,6.147,1212.831909,1.34484899,-0.101372443,441.9216614,9.456276894,0.525343359,Herbaceous,Fire Regime Group II
457,4.83,699.0772095,1.628158092,0.028051348,581.9840088,11.75282574,0.444095701,Herbaceous,Fire Regime Group II
458,4.909,1595.71936,10.18558025,4.639798164,309.5248108,13.6864996,0.278331727,Shrubland,Fire Regime Group V
459,4.084,1958.537598,6.340496063,-2.214991808,457.10672,9.814739227,0.388280451,Herbaceous,Fire Regime Group II
460,1.082,1468.783936,8.112212181,0.674815953,372.1715088,6.775384426,0.247802868,Shrubland,Fire Regime Group II
461,4.903,1303.09436,1.282466412,-0.887635827,559.8840942,9.675183296,0.489798218,Planted/Cultivated,Fire Regime Group II
462,2.977,1287.726563,1.562330842,-0.056979012,421.2914124,14.22039986,0.299431115,Herbaceous,Fire Regime Group III
463,1.015,2058.539063,2.982291222,-0.382503182,324.9333496,9.232777596,0.287773132,Shrubland,Fire Regime Group III
464,16.652,3111.41333,14.61153984,9.017038345,663.0267944,2.272525787,0.665456593,Forest,Fire Regime Group III
465,8.328,1200.339111,6.427920341,1.111960292,387.8337708,6.973295689,0.465711236,Shrubland,Fire Regime Group II
466,1.11,1432.050415,2.085021734,0.780691028,283.2594299,11.16994667,0.246242076,Herbaceous,Fire Regime Group II
467,5.625,973.7722778,0.875295162,-0.168190002,508.1264343,12.79317665,0.535422146,Planted/Cultivated,Fire Regime Group II
468,8.627,518.9393311,0.976250708,-0.465272009,733.1299438,13.10026836,0.526044607,Planted/Cultivated,Fire Regime Group II
469,13.758,1468.783936,8.112212181,-1.1322335,416.4020691,6.775384426,0.539935708,Shrubland,Fire Regime Group II
470,2.977,1287.726563,1.562330842,-0.056979012,421.2914124,14.22039986,0.299431115,Herbaceous,Fire Regime Group II
471,2.349,1134.016479,0.930659294,-0.05919341,440.8913879,10.00196838,0.415682524,Planted/Cultivated,Fire Regime Group II
