"REGION_ID","STATE","County","Empty Column 1","X","Y","Fips","LCB Mortality Rate","Smoking","PM  25","NO2","SO2","Ozone","Pop 65","Pop Black","Pop Hipanic","Pop White","Education","Poverty %","Income Equality","Uninsured","DEM","Radon Zone Class","Urban Rural","Coal Production"
3,"Louisiana","Sabine Parish",,231154.6475,946056.9847,22085,43.9,25.1,7.82,0.5079,0.019322,38.68,19.7,16.74,3.8,68.02,45,20.16,5.6,18.42,83.02,"Zone-3","Nonmetro","No"
3,"Louisiana","St. Bernard Parish",,623306.7666,776733.2264,22087,60,25.8,6.72,1.0191,0.010216,39.96,10.7,21.88,9.8,63.6,52,21.18,4.9,15.1,2.22,"Zone-3","Large fringe metro","No"
3,"Louisiana","St. Charles Parish",,544117.5066,775048.6219,22089,49.7,21.2,7.72,1.9404,0.005689,39.27,12.5,25.96,6,65.36,62,12.72,4.8,11.5,2.71,"Zone-3","Large fringe metro","No"
3,"Louisiana","St. Helena Parish",,504479.9534,874685.7926,22091,55.6,24.9,8.04,0.7953,0.016454,40.13,18.3,52.46,1.58,44.32,36,23.62,6,17.16,67.47,"Zone-3","Medium/small metro","No"
3,"Louisiana","St. James Parish",,501183.0567,786015.0176,22093,51.3,24.2,8.5,1.9399,0.00756,38.8,16,48.94,1.7,48.18,51,17.4,5.3,12.32,7.23,"Zone-3","Large fringe metro","No"
3,"Louisiana","St. John The Baptist Parish",,531797.2053,798938.5534,22095,38.3,24.5,8.38,1.8676,0.006795,39.54,13.2,55.18,5.74,36.76,50,19.58,4.7,13.96,3.33,"Zone-3","Large fringe metro","No"
3,"Louisiana","St. Landry Parish",,382059.4448,843926.0768,22097,57.8,25.3,8.69,0.9331,0.01887,39.19,15.4,41.1,2.02,54.94,40,27.26,6.4,14.8,15.03,"Zone-3","Nonmetro","No"
3,"Louisiana","St. Martin Parish",,422595.6887,793487.3109,22099,54.5,25.4,8.56,1.1202,0.013555,39.71,14.1,30.18,2.72,64.54,49,18.72,5.2,14.84,8.05,"Zone-3","Medium/small metro","No"
3,"Louisiana","St. Mary Parish",,440471.6589,747208.7178,22101,56.1,24.3,7.99,0.9563,0.005199,39.95,15.7,31.84,6.72,56.28,34,21.76,4.3,17.54,4.12,"Zone-3","Nonmetro","No"
3,"Louisiana","St. Tammany Parish",,579140.2496,833294.4687,22103,44.6,25,7.86,1.0834,0.011731,40.82,15.9,11.86,5.48,79.16,69,11.52,4.7,12.82,16.74,"Zone-3","Large fringe metro","No"
3,"Louisiana","Tangipahoa Parish",,534828.3763,854700.7721,22105,55.6,25.5,8.04,0.994,0.009105,40.68,13.6,29.98,4.06,63.64,52,22.92,5.6,15.54,39.4,"Zone-3","Medium/small metro","No"
3,"Louisiana","Tensas Parish",,438041.2439,1002542.832,22107,49.1,26.3,8.54,0.6281,0.00759,37.67,22.7,54.28,1.86,42.32,33,32.52,5.5,17.44,24.36,"Zone-3","Nonmetro","No"
3,"Louisiana","Terrebonne Parish",,498273.1786,717325.2415,22109,58.1,25.9,7.1,1.0643,0.003391,40.17,13.5,18.78,5,67.28,45,19.16,5.2,17.78,2.88,"Zone-3","Medium/small metro","No"
3,"Louisiana","Union Parish",,337307.6441,1090969.424,22111,51.6,23.9,8.34,0.635,0.007336,37.16,19.4,25.62,4.54,68.7,37,23.18,6.1,16.38,51.09,"Zone-3","Medium/small metro","No"
3,"Louisiana","Vermilion Parish",,354812.3481,759166.052,22113,51.9,25.6,8.11,0.9102,0.00583,39.85,14.7,14.44,3.32,78.28,41,18.4,5.1,15.78,2.99,"Zone-3","Medium/small metro","No"
3,"Louisiana","Vernon Parish",,267750.9055,896450.2482,22115,67.4,22.8,7.88,0.5228,0.016512,38.22,11.2,13.88,9.38,69.98,61,15.56,4.1,13.2,82.64,"Zone-3","Nonmetro","No"
3,"Louisiana","Washington Parish",,568091.0848,881988.4982,22117,57.1,25.2,7.7,0.8036,0.010584,39.42,17.2,30.26,2.14,65.88,41,26.92,5.5,16.42,66.73,"Zone-3","Nonmetro","No"
3,"Louisiana","Webster Parish",,248433.4253,1074808.207,22119,64.6,20.6,7.91,0.6201,0.020541,39.23,18.9,33.78,1.82,62.28,48,23.42,4.9,15.34,77.07,"Zone-3","Medium/small metro","No"
3,"Louisiana","West Baton Rouge Parish",,449080.3155,831817.0401,22121,50.8,21.6,9.11,1.7068,0.024487,38.5,12.9,38.48,2.94,56.78,55,17.2,5.4,11.74,11.03,"Zone-3","Medium/small metro","No"
3,"Louisiana","West Carroll Parish",,422891.0865,1089833.204,22123,74,22.6,8.63,0.7346,0.005508,37.71,18.6,15.68,3.26,79.36,33,23.06,5,17.56,32.98,"Zone-3","Nonmetro","No"
3,"Louisiana","West Feliciana Parish",,436518.6392,877688.0337,22125,61.6,21.9,8.5,0.9903,0.034617,39.52,13.3,45.2,1.58,52.04,51,24.48,5.3,11.74,49.59,"Zone-3","Medium/small metro","No"
3,"Louisiana","Winn Parish",,316450.4523,991198.8406,22127,50,22.6,8.11,0.5093,0.015456,37.57,17.5,30.46,1.98,65.16,35,25.18,6.1,15.42,57.39,"Zone-3","Nonmetro","No"
3,"Maryland","Caroline County",,1720531.915,1943797.185,24011,59.1,19.6,8.98,3.4244,0.048416,41.13,15.9,13.86,6.74,76.46,44,15.62,4.5,10.36,13.35,"Zone-3","Nonmetro","No"
3,"Maryland","Dorchester County",,1713827.547,1896169.761,24019,50.4,18.4,8.66,2.7196,0.042865,41.91,20.5,27.72,4.92,63.98,54,17.82,4.5,9.56,3.19,"Zone-3","Nonmetro","No"
3,"Maryland","Kent County",,1694052.145,1981950.218,24029,37.2,18.7,9.5,4.1679,0.062404,41.43,25.7,14.66,4.34,78.22,62,14.3,4.6,9.84,13.63,"Zone-3","Nonmetro","No"
3,"Maryland","Queen Annes County",,1699831.3,1961649.538,24035,44.5,20.8,9.33,3.7823,0.058502,42.02,18,6.6,3.6,86.66,67,7.72,3.7,6.92,14.56,"Zone-3","Large fringe metro","No"
3,"Maryland","Somerset County",,1744615.768,1862073.288,24039,63.3,21.6,8.27,2.0478,0.029018,42.27,15.8,41.88,3.64,51.24,41,26.74,5.5,10.64,2.96,"Zone-3","Medium/small metro","No"
3,"Maryland","Talbot County",,1700070.455,1927775.068,24041,31.5,18.8,9.11,3.1622,0.055179,42.02,27.9,12.54,6.42,78.1,60,10.62,4.9,9.4,8.74,"Zone-3","Nonmetro","No"
3,"Maryland","Wicomico County",,1750040.409,1892975.815,24045,57.4,17.5,8.33,2.6261,0.033838,41.27,15.1,25.12,5.2,64.08,60,16.56,4.5,10.02,9.35,"Zone-3","Medium/small metro","No"
3,"Maryland","Worcester County",,1778263.316,1880783.857,24047,47.8,18,8.19,2.0794,0.023653,42.2,26.8,13.34,3.42,79.98,66,11.76,4.5,9.26,6.78,"Zone-3","Medium/small metro","No"
1,"Massachusetts","Suffolk County",,2017755.972,2414379.712,25025,37.1,21.4,7.62,5.3402,0.01627,34.8,11.5,20.58,22.12,46.32,73,20.34,7.7,4.58,16.95,"Zone-3","Large central metro","No"
2,"Michigan","Allegan County",,823246.004,2220898.156,26005,46.3,19.8,8.19,1.9768,0.036256,39.14,15.6,1.26,7.2,88.7,57,11.66,3.7,8.28,217.15,"Zone-3","Nonmetro","No"
2,"Michigan","Arenac County",,963837.116,2403055.69,26011,66.2,23.1,6.94,1.4072,0.010071,37.62,23.6,0.4,1.96,94.88,49,18.66,4,10.54,205.27,"Zone-3","Nonmetro","No"
2,"Michigan","Bay County",,961371.5587,2362457.053,26017,45.9,23,7.85,1.7816,0.015224,37.62,19.1,1.58,5.12,90.32,66,15.42,4.4,8.2,189.39,"Zone-3","Medium/small metro","No"
2,"Michigan","Benzie County",,789011.4886,2447034.806,26019,42.5,20.8,5.74,0.9767,0.005543,38.49,24.9,0.6,2.38,93.92,65,12,3.9,10.5,236.96,"Zone-3","Nonmetro","No"
2,"Michigan","Berrien County",,787882.0283,2145596.162,26021,46.9,23.6,9.1,2.8672,0.030809,38.91,18.8,14.94,5.24,75.26,64,17.7,4.8,10.32,211.71,"Zone-3","Medium/small metro","No"
2,"Michigan","Cheboygan County",,897297.0997,2549759.615,26031,59.7,20.4,5.39,1.0848,0.003155,36.46,26.1,0.6,1.4,92.14,56,17.8,4.1,11.62,228.78,"Zone-3","Nonmetro","No"
2,"Michigan","Chippewa County",,881239.2837,2643301.787,26033,55.7,22.5,4.82,0.972,0.001891,34.83,17,6.8,1.76,70.24,57,18.26,4.3,11.58,219.25,"Zone-3","Nonmetro","No"
2,"Michigan","Clare County",,889322.1417,2385210.833,26035,57,24.2,6.39,1.2228,0.00841,37.74,23,0.66,1.94,94.92,54,23.94,4.6,10.96,320.48,"Zone-3","Nonmetro","No"
2,"Michigan","Crawford County",,898936.6877,2464391.554,26039,42.6,21.9,5.55,1.2749,0.004651,37.29,24.6,0.7,1.82,95.1,60,18.48,3.7,9.44,369.04,"Zone-3","Nonmetro","No"
2,"Michigan","Delta County",,703888.0445,2581310.41,26041,45.1,20.3,5.22,0.8922,0.001791,36.71,22.7,0.3,1.18,93.38,70,15.24,4.5,9.22,223.49,"Zone-3","Nonmetro","No"
2,"Michigan","Gladwin County",,925750.4585,2389890.608,26051,53.9,20.4,6.82,1.3463,0.00972,37.49,25.9,0.44,1.46,96.22,51,19.26,4.3,10.68,238.92,"Zone-3","Nonmetro","No"
2,"Michigan","Grand Traverse County",,824447.9462,2454218.027,26055,37.8,22.4,5.67,1.0629,0.00483,37.82,18.4,1.14,2.76,92.68,73,10.16,3.8,8.36,272.57,"Zone-3","Nonmetro","No"
2,"Michigan","Gratiot County",,917907.579,2310519.175,26057,47.6,23,7.76,1.7336,0.014901,37.97,16.7,5.64,5.78,86.58,54,18.32,4.9,8,222.75,"Zone-3","Nonmetro","No"
2,"Michigan","Huron County",,1035718.363,2386475.33,26063,45.8,19,7.62,1.8654,0.021376,37.9,24.3,0.5,2.24,95.54,60,14.2,4,9.6,208.8,"Zone-3","Nonmetro","No"
2,"Michigan","Iosco County",,980081.3168,2437828.891,26069,54.2,20,6.4,1.4169,0.008508,37.47,28.7,0.64,2.1,94.2,53,18.04,3.8,10.16,223.93,"Zone-3","Nonmetro","No"
2,"Michigan","Isabella County",,893974.5114,2346746.786,26073,49.3,23.3,7.16,1.4936,0.01157,37.77,11.7,2.6,3.8,85.9,70,27.1,5.3,10.98,261.21,"Zone-3","Nonmetro","No"
2,"Michigan","Kalkaska County",,861184.0502,2460129.99,26079,62.1,19.5,5.51,1.3139,0.004558,37.53,19.4,0.56,1.9,94.56,52,16.44,4.4,10.72,338.48,"Zone-3","Nonmetro","No"
2,"Michigan","Lake County",,813521.9664,2376939.443,26085,65.6,23.5,6.13,1.107,0.009846,37.87,27.3,8.84,2.62,85.08,44,27.02,4.8,11.34,293.46,"Zone-3","Nonmetro","No"
2,"Michigan","Luce County",,803749.9646,2653298.418,26095,37.7,23.5,4.51,0.8837,0.001394,35.67,20.8,11.4,1.46,78.74,53,21.12,3.9,10.92,235.76,"Zone-3","Nonmetro","No"
2,"Michigan","Mackinac County",,844523.7116,2614261.843,26097,56,19.8,4.92,1.0021,0.001844,36.87,26.6,1.98,1.58,74.02,55,15.16,4,14.34,218.34,"Zone-3","Nonmetro","No"
2,"Michigan","Macomb County",,1060957.439,2261753.109,26099,50.2,22.4,9.79,4.9255,0.07817,36.69,16.2,11.14,2.5,80.3,68,12.16,4.2,8.24,206.27,"Zone-3","Large fringe metro","No"
2,"Michigan","Manistee County",,789315.2205,2412819.618,26101,52.2,22.3,5.95,1.0612,0.007603,38.4,24.4,3.36,2.94,89.36,57,16.2,3.8,10.42,239.07,"Zone-3","Nonmetro","No"
2,"Michigan","Mason County",,777849.8135,2373730.419,26105,46.8,23.9,6.37,1.4399,0.012743,38.92,22.4,0.76,4.52,91.54,66,16.04,4.1,9.44,210.1,"Zone-3","Nonmetro","No"
2,"Michigan","Mecosta County",,855824.8204,2342362.668,26107,57.3,24.3,6.81,1.4613,0.012347,37.87,17.7,2.86,2.14,91.42,59,22.12,4.7,9.7,308.35,"Zone-3","Nonmetro","No"
2,"Michigan","Midland County",,930468.6153,2351820.8,26111,34.3,17.6,7.49,1.5685,0.013266,37.56,17.6,1.34,2.6,91.8,72,12.1,4.5,7.12,203.48,"Zone-3","Medium/small metro","No"
2,"Michigan","Missaukee County",,865279.4584,2421666.452,26113,52.8,21.8,5.81,1.2051,0.005901,37.95,19.9,0.44,2.66,94.34,52,15.74,3.8,10.66,368.77,"Zone-3","Nonmetro","No"
2,"Michigan","Muskegon County",,793793.991,2296413.883,26121,47.7,24.9,7.45,1.625,0.031799,39.09,16,14.08,5.44,76.64,58,19.36,4.3,8.22,203.2,"Zone-3","Medium/small metro","No"
2,"Michigan","Newaygo County",,818844.9393,2328565.584,26123,55.3,22.9,6.78,1.4058,0.018909,38,18.4,1.1,5.8,90.64,52,17.92,4.3,9.92,266.34,"Zone-3","Nonmetro","No"
2,"Michigan","Oceana County",,780523.7862,2334271.907,26127,52.2,22.5,6.73,1.509,0.02058,38.9,20,0.66,14.56,82.28,51,19.08,3.9,12.88,231.32,"Zone-3","Nonmetro","No"
2,"Michigan","Ogemaw County",,941709.0753,2430550.745,26129,61.9,24.1,6.19,1.06,0.007357,37.18,24.9,0.3,2.06,95.04,57,20.32,3.9,10.6,309.8,"Zone-3","Nonmetro","No"
2,"Michigan","Ontonagon County",,512981.2122,2648551.164,26131,66,21.6,4.62,0.7319,0.000738,35.69,34.3,0.24,1.28,95.38,61,16.24,3.7,10.9,343,"Zone-3","Nonmetro","No"
2,"Michigan","Osceola County",,851384.9502,2381065.889,26133,50.3,24.7,6.21,1.153,0.008306,37.92,20.2,0.8,1.64,94.92,48,20.5,4,9.68,357.25,"Zone-3","Nonmetro","No"
2,"Michigan","Oscoda County",,936716.1043,2468865.671,26135,60,23,5.52,1.0636,0.005203,36.89,26.8,0.28,1.42,95.9,50,20.14,4.2,12.42,345.75,"Zone-3","Nonmetro","No"
2,"Michigan","Ottawa County",,810156.7928,2260893.371,26139,29.6,21.3,8.13,2.2308,0.042561,38.92,14.1,1.52,9.48,84.32,71,9.76,3.8,7.02,199.69,"Zone-3","Large fringe metro","No"
2,"Michigan","Roscommon County",,903476.0434,2425912.782,26143,61.2,23,5.98,1.2145,0.006295,37.69,31.2,0.54,1.62,95.2,59,19.72,4,10.8,356.67,"Zone-3","Nonmetro","No"
2,"Michigan","Saginaw County",,961554.3553,2320664.585,26145,47,22.5,8.17,1.9083,0.01836,37.72,18.2,18.52,8.22,69.78,65,18.36,4.7,8,190.37,"Zone-3","Medium/small metro","No"
2,"Michigan","St. Clair County",,1077601.659,2290705.16,26147,52.4,17.9,9.02,3.7155,0.073273,37.54,17.7,2.44,3.24,91.44,64,14.42,4.3,8.52,212.69,"Zone-3","Large fringe metro","No"
2,"Michigan","Schoolcraft County",,756627.7395,2617690.919,26153,69.4,22.4,4.82,0.9656,0.001616,36.82,25.7,0.32,0.92,86,49,16.4,4.9,11.22,223.25,"Zone-3","Nonmetro","No"
2,"Michigan","Tuscola County",,1010473.618,2341624.798,26157,47.2,20.6,7.91,2.211,0.021788,37.89,19.3,1.2,3.32,93.62,55,15.36,3.9,8.86,217.3,"Zone-3","Nonmetro","No"
2,"Michigan","Van Buren County",,816691.8415,2181997.257,26159,57.7,22.1,8.43,2.1432,0.02866,39.37,17,3.78,11.26,81.52,58,17.02,4.2,10.64,225.83,"Zone-3","Medium/small metro","No"
2,"Michigan","Wayne County",,1038910.41,2212031.439,26163,49.7,22.3,10.48,6.0593,0.083691,35.75,14.7,38.78,5.74,49.86,61,24.64,5.8,10.02,195.37,"Zone-3","Large central metro","No"
2,"Michigan","Wexford County",,827067.1033,2417440.087,26165,51.3,21.2,5.73,1.0353,0.00624,37.95,18.1,0.56,1.8,94.72,58,18.12,3.7,9.54,357.79,"Zone-3","Nonmetro","No"
3,"Mississippi","Adams County",,439598.7854,944804.3276,28001,54.7,24.3,8.27,0.5146,0.0198,38.01,17.7,52.82,8.18,37.22,44,31.18,6.1,16.62,61.88,"Zone-3","Nonmetro","No"
3,"Mississippi","Amite County",,493374.6591,913342.1974,28005,56.7,23.2,7.84,0.5709,0.017673,38.97,22.2,40.3,1.16,57.44,43,24.32,5.3,19.44,113.57,"Zone-3","Nonmetro","No"
3,"Mississippi","Attala County",,595019.5033,1133084.981,28007,52.5,22,8.06,0.6408,0.004944,37.89,18.7,42.34,2,54.46,54,24.96,5.6,16.16,128.63,"Zone-3","Nonmetro","No"
3,"Mississippi","Benton County",,617499.1642,1328478.819,28009,57.6,23.1,7.89,0.8675,0.009862,39.83,17.6,35.76,2.44,60.32,36,26.28,4.5,17.36,155.37,"Zone-3","Large fringe metro","No"
3,"Mississippi","Bolivar County",,470436.6566,1204779.814,28011,49.4,24,8.81,0.9412,0.006642,39.6,14.5,63.8,2.14,32.52,58,35.9,6.3,16.02,43.04,"Zone-3","Nonmetro","No"
3,"Mississippi","Calhoun County",,611002.1882,1229299.964,28013,55.1,24,8.09,0.6899,0.006443,38.11,18,27.82,5.72,65.04,44,23.64,5.4,20.58,102.79,"Zone-3","Nonmetro","No"
3,"Mississippi","Carroll County",,561035.6064,1171358.144,28015,39.2,22.9,8.09,0.7516,0.004775,38.28,22.2,33.12,1.38,64.24,59,18.76,5.9,18.76,98.38,"Zone-3","Nonmetro","No"
3,"Mississippi","Choctaw County",,623726.4901,1164260.182,28019,41.9,22.4,7.95,0.6717,0.006156,37.81,20.9,29.6,1.54,67.28,59,24.56,5.8,15.74,147.89,"Zone-3","Nonmetro","Yes"
3,"Mississippi","Claiborne County",,478430.437,1001662.787,28021,69,24.2,8.24,0.6391,0.006674,37.72,15.3,84.34,1.3,12.76,54,41.14,5.5,16.2,63.84,"Zone-3","Nonmetro","No"
3,"Mississippi","Clarke County",,686480.8073,1022818.022,28023,50.1,22.3,8.4,0.5931,0.013126,37.42,19.5,34.24,1.1,63.4,53,21.86,4.9,16.36,102.54,"Zone-3","Nonmetro","No"
3,"Mississippi","Coahoma County",,493172.4036,1254579.942,28027,58,26.3,8.97,0.9719,0.008376,39.7,14.1,75.32,1.48,21.96,57,37.44,6,15.42,49.27,"Zone-3","Nonmetro","No"
3,"Mississippi","Copiah County",,522602.0062,992450.1504,28029,51.3,24.5,8.09,0.581,0.005599,38.11,16.4,51.02,2.94,44.62,51,27.98,5.3,16.28,110.39,"Zone-3","Medium/small metro","No"
3,"Mississippi","Covington County",,608632.8362,971570.152,28031,55.2,24.3,8.07,0.6474,0.007306,38.24,16.2,35.4,2.24,60.9,60,25.08,4.7,18.72,108.78,"Zone-3","Nonmetro","No"
3,"Mississippi","Desoto County",,544393.2775,1330119.06,28033,60.8,23.5,8.98,1.4944,0.015458,40.15,12.3,25.68,4.86,66.5,67,10.64,3.7,12.46,89.95,"Zone-3","Large fringe metro","No"
3,"Mississippi","Forrest County",,639915.159,924177.7404,28035,60.3,22.3,7.99,0.6979,0.022579,38.42,13,37.06,3.12,57.24,67,27.08,5.6,17.1,76.45,"Zone-3","Medium/small metro","No"
3,"Mississippi","Franklin County",,482663.3039,946482.3627,28037,39.6,23.3,7.97,0.5396,0.014363,38.29,18.7,34.96,0.98,62.74,48,21.24,5.4,16.16,105.35,"Zone-3","Nonmetro","No"
3,"Mississippi","George County",,700850.5338,892342.2934,28039,67.4,23.1,7.78,0.8412,0.053112,38.4,14.3,8.16,2.5,87.6,44,17.96,4.7,15.96,45.65,"Zone-3","Nonmetro","No"
3,"Mississippi","Greene County",,698304.2593,931350.3493,28041,48.1,25.7,7.97,0.6333,0.037532,37.92,13,25.62,1.1,71.98,40,23.84,4.9,17.02,60.01,"Zone-3","Nonmetro","No"
3,"Mississippi","Grenada County",,569615.6393,1207872.195,28043,64.6,24.8,8.18,0.7656,0.005438,38.26,17.1,42.26,1.3,54.98,51,23.66,5.4,16,77.92,"Zone-3","Nonmetro","No"
3,"Mississippi","Hancock County",,623941.3205,836929.5793,28045,57.4,23.7,7.5,1.0532,0.026797,40.53,19.2,8.04,3.74,84.78,61,19.92,4.3,18.02,21.47,"Zone-3","Medium/small metro","No"
3,"Mississippi","Harrison County",,659303.4479,849287.1566,28047,62.3,23.2,7.68,1.0937,0.039667,40.62,14,24.08,5.42,64.74,61,20.9,4.7,17.28,28.01,"Zone-3","Medium/small metro","No"
3,"Mississippi","Hinds County",,520600.9533,1036687.74,28049,44.3,22.2,8.29,0.7433,0.004632,38.09,13.1,71.04,1.6,25.58,66,25.84,5.3,15.36,86.87,"Zone-3","Medium/small metro","No"
3,"Mississippi","Holmes County",,547495.1501,1134132.137,28051,67,26.6,8.19,0.7605,0.004355,38.26,14.1,81.96,1,15.94,38,43.3,6.6,17.14,78.76,"Zone-3","Nonmetro","No"
3,"Mississippi","Humphreys County",,507177.3655,1132246.336,28053,62.6,25.3,8.47,0.8579,0.004575,38.84,15.5,74.32,2.82,21.62,42,41.72,5.4,17.58,32.96,"Zone-3","Nonmetro","No"
3,"Mississippi","Issaquena County",,466693.0782,1086725.655,28055,42.17,27,8.6,0.7777,0.005044,38.14,16.1,63.3,1.14,34.48,26,41.02,5.1,19.16,33.46,"Zone-3","Nonmetro","No"
3,"Mississippi","Itawamba County",,697144.5339,1274298.221,28057,62.3,20.3,8.32,0.8656,0.018966,39.12,17.1,6.76,1.52,90.38,54,18.48,4.5,16.5,118.67,"Zone-3","Nonmetro","No"
3,"Mississippi","Jackson County",,704520.4188,856057.6363,28059,55.9,20.1,7.67,0.9672,0.045221,40.4,15,21.48,5.88,68.18,62,16.52,4.6,15.68,17.57,"Zone-3","Medium/small metro","No"
3,"Mississippi","Jasper County",,646418.4606,1017317.606,28061,51.4,23.6,8.27,0.6208,0.007932,37.79,19.2,52.28,1.2,45.4,57,23.06,5.3,17.38,122.39,"Zone-3","Nonmetro","No"
3,"Mississippi","Jefferson County",,468133.4877,974398.8103,28063,47.4,26.3,8.17,0.5702,0.010364,37.87,14.9,84.92,0.62,13.66,39,35.98,5.7,17.82,88.88,"Zone-3","Nonmetro","No"
3,"Mississippi","Jefferson Davis County",,583598.9285,962829.9348,28065,45.8,26.2,7.93,0.6431,0.006089,38.4,21.1,59.32,1.22,38.12,48,29.54,4.9,19.58,121.76,"Zone-3","Nonmetro","No"
3,"Mississippi","Jones County",,644872.7867,972934.054,28067,44.6,22.8,8.25,0.6306,0.011333,37.95,16.1,29.06,4.34,64.88,55,23.1,5.1,17.18,84.93,"Zone-3","Nonmetro","No"
3,"Mississippi","Kemper County",,684860.3153,1102460.374,28069,29.3,25.3,8.33,0.6291,0.016363,37.32,18.7,60.38,0.88,34.24,43,29.48,5.4,20.8,109.89,"Zone-3","Nonmetro","Yes"
3,"Mississippi","Lafayette County",,594216.1938,1275228.692,28071,44.1,22,7.97,0.7997,0.007655,38.98,11.6,23.6,2.4,70.34,76,23.46,6,15.96,119.65,"Zone-3","Nonmetro","No"
3,"Mississippi","Lamar County",,616021.6082,924386.9559,28073,34,21.5,7.79,0.6638,0.01609,38.6,12.7,20.38,2.48,74.32,72,15.34,5,14.3,102.39,"Zone-3","Medium/small metro","No"
3,"Mississippi","Lauderdale County",,685875.7304,1063354.926,28075,40.1,19.1,8.42,0.6224,0.014688,37.41,16.3,42.88,2.16,52.98,64,24,5.2,15.16,122.17,"Zone-3","Nonmetro","No"
3,"Mississippi","Lawrence County",,556948.8964,958924.224,28077,59.2,24.5,8.03,0.5815,0.005369,38.42,17.2,31.5,2,65.18,56,21.14,5.5,16.28,100.65,"Zone-3","Nonmetro","No"
3,"Mississippi","Leake County",,602823.6974,1096365.811,28079,54.8,26.3,8.08,0.5546,0.004979,37.82,15,41.42,4.36,47.46,47,26.34,5.4,21.46,129.15,"Zone-3","Nonmetro","No"
3,"Mississippi","Leflore County",,525260.5108,1180517.156,28083,49.7,25,8.66,0.8579,0.004951,38.85,13.4,72.78,2.56,23.26,51,40.78,7.3,16.78,37.02,"Zone-3","Nonmetro","No"
3,"Mississippi","Lincoln County",,524286.4013,955008.2169,28085,54.1,25.2,7.8,0.5557,0.00733,38.37,16.3,30.54,1.1,67,58,22.22,5.5,16.26,137.16,"Zone-3","Nonmetro","No"
3,"Mississippi","Madison County",,556284.3426,1080077.736,28089,63.1,20.9,8.22,0.6622,0.004261,38.28,12.5,38.14,2.86,55.7,78,13,4.8,11.7,90.31,"Zone-3","Medium/small metro","No"
3,"Mississippi","Marion County",,586103.3147,925196.4177,28091,57.8,20.4,7.87,0.5831,0.009286,38.67,17.3,32.1,1.44,64.98,50,27.14,5.4,17.98,84.19,"Zone-3","Nonmetro","No"
3,"Mississippi","Marshall County",,589454.0504,1320350.901,28093,62.1,24.4,8.03,1.0979,0.010121,40.02,16.4,47.28,3.48,47.86,37,23.7,4.7,17.18,133.62,"Zone-3","Large fringe metro","No"
3,"Mississippi","Monroe County",,689733.521,1230239.149,28095,56.7,24.6,8.43,0.7941,0.013949,38.57,18.6,30.6,1.16,66.98,54,20.94,5,16.3,89.78,"Zone-3","Nonmetro","No"
3,"Mississippi","Montgomery County",,588676.533,1178221.466,28097,44.2,24,7.92,0.6409,0.005173,38.01,20.3,45.14,1.3,52.24,52,25.14,6.1,17.36,116.74,"Zone-3","Nonmetro","No"
3,"Mississippi","Neshoba County",,640620.0512,1098978.289,28099,56.6,25.6,8.2,0.5715,0.00724,37.62,15.4,21.1,1.96,58.82,52,23.44,5.1,19.46,148.41,"Zone-3","Nonmetro","No"
3,"Mississippi","Newton County",,643340.9414,1059690.668,28101,53.1,24.6,8.3,0.5826,0.00728,37.68,15.9,30.28,1.78,61.72,66,22.18,4.5,17.66,136.38,"Zone-3","Nonmetro","No"
3,"Mississippi","Oktibbeha County",,657111.0197,1175363.424,28105,39.4,24.3,8.19,0.7694,0.008706,37.72,10.7,36.96,1.7,56.82,76,30.02,8,16.44,96.55,"Zone-3","Nonmetro","No"
3,"Mississippi","Panola County",,551714.0481,1273232.834,28107,70.1,22.8,8.34,0.9373,0.008755,39.34,14.9,49.58,1.72,47.3,46,25.4,4.3,16.94,88.51,"Zone-3","Nonmetro","No"
3,"Mississippi","Pearl River County",,611623.6927,875390.7484,28109,59.6,24.8,7.58,0.8401,0.025018,39.34,18.1,12.58,3.06,81.8,56,21.7,5.2,16.66,61.77,"Zone-3","Nonmetro","No"
3,"Mississippi","Perry County",,665195.1977,924127.4477,28111,45.7,22.4,8.01,0.6415,0.030612,38.18,17.2,19.68,1.34,77.28,55,22.54,5.2,18.42,63.17,"Zone-3","Medium/small metro","No"
3,"Mississippi","Pike County",,531366.3223,915572.2912,28113,55.1,25.4,7.71,0.5715,0.008779,38.91,16.3,52.54,1.46,44.3,51,29.34,6.4,16.3,114.56,"Zone-3","Nonmetro","No"
3,"Mississippi","Prentiss County",,679750.695,1310852.252,28117,67.1,24.8,8.16,0.9053,0.020804,39.49,17.5,14.18,1.36,83.02,53,21.96,5,17.32,135.12,"Zone-3","Nonmetro","No"
3,"Mississippi","Quitman County",,521630.4767,1258724.022,28119,56.9,26.5,8.76,0.9549,0.008307,39.53,16,69.58,1.2,27.46,40,38.1,5.3,18.5,47.83,"Zone-3","Nonmetro","No"
3,"Mississippi","Rankin County",,567068.6276,1039287.213,28121,39.8,23.4,8.26,0.6511,0.004372,38.27,14.3,20.22,2.64,74.74,68,11.06,3.8,11.64,115.74,"Zone-3","Medium/small metro","No"
3,"Mississippi","Scott County",,604167.2303,1057667.927,28123,59.4,24.9,8.18,0.6272,0.004916,37.94,14.6,37.32,10.94,50,40,24.18,4.9,21.44,134.82,"Zone-3","Nonmetro","No"
3,"Mississippi","Sharkey County",,482157.7088,1103050.726,28125,52.99,26.4,8.54,0.7879,0.004801,38.41,17.4,69.7,1.76,27.34,57,37.08,3.9,17.3,33.09,"Zone-3","Nonmetro","No"
