Foodstatus,Schooling_year,Age,Household_size,Rainfed_area,Irrigated_area,Remittance,No_livestock,Infrastructure_Index,Region,Sex,Caste,Livelihood,School_Class,Household_Class,Remitance_Class,Foodstatus_ID,Sex_ID,Region_ID,Livelihood_ID
1,0,40,8,0.064,0.496,0,3.193,0.937,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,55,5,1.138,0.03,0,5.176,0.937,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,50,10,1.219,0.34,115.603,10.805,0.937,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,8,35,6,0,1.335,0,1.6,0.937,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,9,55,5,0,0,0,1.7,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,9,55,5,0,0,0,1.7,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,9,55,5,0,0,0,1.7,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,9,55,5,0,0,0,1.7,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,4,35,7,0.058,0,0,3.72,0.938,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,54,11,0.56,0.56,0,8.56,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,54,11,0.56,0.56,0,8.56,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,54,11,0.56,0.56,0,8.56,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,33,4,0,0,0,0.3,0.938,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,40,4,2.269,2.484,0,0.855,0.938,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,46,7,0.37,0.307,0,3.676,0.938,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,11,50,9,1.17,0,0,8.12,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,11,50,9,1.17,0,0,8.12,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,11,50,9,1.17,0,0,8.12,0.938,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,60,6,1.224,0,29.212,1.615,0.938,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,48,6,0.057,0.029,0,1.65,0.939,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
0,0,51,7,0,0.601,0,3,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,60,4,0,5.27,22.606,0.873,0.939,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
0,0,58,4,0.5,0,0,2.63,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,58,4,0.5,0,0,2.63,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,31,6,0.012,0.024,3.019,0.862,0.939,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,5,73,10,0,2.369,0,1.42,0.939,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,42,5,0.261,0.356,0,2.9,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,55,6,0,0,0,0.4,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,55,6,0,0,0,0.4,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,5,35,5,0.299,0.041,0,1.11,0.939,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,6,19,4,0.012,0,0,1.06,0.939,1,1,0,1,0,1,0,Food adquate,Female,central,Agriculture Household
0,6,19,4,0.012,0,0,1.06,0.939,1,1,0,1,0,1,0,Food adquate,Female,central,Agriculture Household
0,2,19,5,0,0,168.3,1.42,0.939,1,1,1,1,0,1,0,Food adquate,Female,central,Agriculture Household
1,11,24,4,0.739,0.005,11.466,0.782,0.939,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,30,6,0.153,1.119,0,1.72,0.939,1,1,0,1,0,1,0,Food adquate,Female,central,Agriculture Household
0,0,30,6,0.153,1.119,0,1.72,0.939,1,1,0,1,0,1,0,Food adquate,Female,central,Agriculture Household
1,0,42,4,0.154,0.002,0,2.926,0.939,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,3,42,7,0,1.335,0,2.2,0.939,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,6,28,7,0.764,0.028,0,5.43,0.939,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,6,28,7,0.764,0.028,0,5.43,0.939,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,43,7,0.044,0.015,16.14,1.343,0.939,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,8,27,4,0.441,0,0,3.389,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,66,9,0.763,0.763,0,5.52,0.94,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,66,9,0.763,0.763,0,5.52,0.94,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,41,7,0,6.739,0,0,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,4,36,7,0,0,0,4.172,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,50,7,0,0.267,0,1.86,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,50,10,1.002,0.375,127.5,10.75,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,32,5,0.153,0.153,0,1.5,0.94,1,1,1,1,0,1,0,Food adquate,Female,central,Agriculture Household
1,0,49,7,0.005,0.004,0,3.4,0.94,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,54,8,0,0.667,34,1.9,0.94,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,67,6,0.106,0,2.55,1.6,0.941,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,11,40,8,0.814,0.229,0,4.9,0.941,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,50,4,0,1.001,0,1.8,0.941,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,20,6,0.763,0,0,6.9,0.941,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,1,35,6,0.001,0.007,0,2.057,0.941,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,48,15,0,0,17,2.54,0.941,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,15,0,0,17,2.54,0.941,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,50,4,0.305,0.483,12.325,1.85,0.941,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,70,6,0.149,0,0,0.994,0.941,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,10,28,6,0,38.37,161.5,1.4,0.941,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,43,4,0.354,0,0,1.328,0.941,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,49,8,0.514,0.999,0,5.721,0.941,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,41,7,0.407,0.162,0,0.21,0.941,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,35,4,0,0,51,2.54,0.941,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,6,31,5,0.073,0.02,0,1.003,0.942,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,26,4,0.017,0.003,0,1.05,0.942,1,1,1,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,0,46,9,0,0,10.2,2.7,0.942,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,62,5,0,0,0,0.03,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,5,29,4,0.509,0.254,0,1.71,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,5,29,4,0.509,0.254,0,1.71,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,5,35,8,0.203,0.305,0,3.55,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,64,7,0,0.901,0,10.6,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,5,35,8,0.203,0.305,0,3.55,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,34,8,0.09,1.062,0,5.354,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,39,10,0,3.764,4.431,2.448,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,34,6,0.121,0.127,0,1.61,0.942,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,2,36,5,0,0,0,3.4,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,2,36,5,0,0,0,3.4,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,2,37,5,0,0,0,1.1,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,56,6,0,0,0,1.6,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,6,37,6,0,0,0,1.55,0.942,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,56,8,0,0,127.5,9.2,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,6,37,6,0,0,0,1.55,0.942,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,25,5,0,0,0,0,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,36,6,0.534,0.153,0,1.53,0.942,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,36,6,0.534,0.153,0,1.53,0.942,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,69,7,0,0,0,1.7,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,65,6,0.02,0.109,0.473,1.437,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,5,53,6,0,5.378,210.614,1.888,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,11,24,4,0.405,0,0,0.682,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,35,6,0,0,0,0.22,0.942,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,56,7,0,0.1,0,1.4,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,2,36,8,0,0,0,0.01,0.942,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,55,4,0.839,0.076,0,6.2,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,52,5,0,3.337,0,3.6,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,52,5,0,3.337,0,3.6,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,4,44,10,0,0,0,1.5,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,65,6,0,0.133,0,1.4,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,3,32,4,0.179,0.071,0,0.028,0.943,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,2,44,6,0.967,0,0,4.74,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,4,31,5,0.869,0.115,0,0.475,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,56,4,0.561,0.051,112.579,5.783,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,40,4,0,0,136,4.13,0.943,1,1,0,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,0,47,8,0.266,1.219,0,5.723,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,33,8,0,0,105.265,0.69,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,38,9,0,0.367,0,2.31,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,2,32,5,0,0,0,4.95,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,2,32,5,0,0,0,4.95,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,10,38,6,1.272,0.967,0,3.53,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,2,32,5,0,0,0,4.95,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,2,32,5,0,0,0,4.95,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,38,9,0.995,1.348,0,2.279,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,45,6,0,0,0,0.2,0.943,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,0,49,5,0.305,0.172,0,2.1,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,29,4,0,0,0,2.14,0.943,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,35,9,6.773,7.04,0,2.1,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,40,8,0.559,0.138,0,5.889,0.943,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,41,5,0,0,0,0.438,0.943,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,3,26,5,0.407,0.254,0,1.67,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,60,4,0.741,0.006,0,4.808,0.944,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,48,6,0.05,1.482,0,1.63,0.944,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
0,0,75,8,2.544,1.221,0,2.42,0.944,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,75,8,2.544,1.221,0,2.42,0.944,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,75,8,2.544,1.221,0,2.42,0.944,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,32,6,0.203,0.203,51,1.75,0.944,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,32,6,0.203,0.203,51,1.75,0.944,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,40,6,1.119,0.203,0,3.32,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,40,6,1.119,0.203,0,3.32,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,40,6,1.119,0.203,0,3.32,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,52,5,0.057,0.008,0,3.92,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,12,42,16,0,0,0,0,0.979,4,0,0,0,1,1,0,Food adquate,Male,midwest,Non Agriculture Household
0,12,42,16,0,0,0,0,0.979,4,0,0,0,1,1,0,Food adquate,Male,midwest,Non Agriculture Household
1,0,46,9,0.095,0.001,7.147,3.281,0.944,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,6,36,5,0,0,0,2.8,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,6,36,5,0,0,0,2.8,0.944,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,1,53,9,0.164,0,0,6.799,0.944,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,50,6,0,4.842,5.938,1.5,0.944,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,0,34,8,1.335,0,0,2.82,0.944,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,60,6,0,0.167,0,0.2,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,60,6,0,0.167,0,0.2,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,60,6,0,0.167,0,0.2,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,60,6,0,0.167,0,0.2,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,50,4,0.712,0,0,0.92,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,50,4,0.712,0,0,0.92,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,41,7,0,11.344,0,0,0.945,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,41,4,0.024,0.029,0,2.58,0.945,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,3,32,6,0,0,0,4.4,0.945,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,40,5,0.033,0.03,0,1.7,0.945,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,0,36,10,0,2.829,11.541,1.923,0.945,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,56,7,0,0.088,9.448,1.329,0.945,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,2,33,6,0,0,0,5.04,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,32,6,0.102,0.153,0,0.11,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,6,33,5,0,10.777,0,0,0.945,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,61,4,0.865,0,0,4.62,0.945,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,2,32,6,0.001,0.405,0,2.048,0.945,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,40,6,0,1.134,0,2.2,0.945,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,11,35,5,0,0,0,1.4,0.945,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,5,42,5,0,0,0,4.75,0.946,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,33,4,0.109,0.019,0,1.845,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,25,5,0,0.074,0,0.072,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,5,36,6,0.07,0,0,4.943,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,42,6,0.509,0.016,0,1.81,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,42,6,0.508,0.016,0,1.812,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,48,5,0,0,22.1,3.4,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,37,4,0,0,0,0,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,35,7,0,0.067,0,3,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,56,6,0,0,0,1.472,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,6,45,4,0.407,0.458,0,1.6,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,6,45,4,0.407,0.458,0,1.6,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,71,5,0.407,0.153,136,3.28,0.946,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,55,6,0,10.91,178.5,3.1,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,51,9,0.143,0,0,5.587,0.946,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,26,4,0.04,0,0,0.744,0.946,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,5,50,6,0.795,0.219,12.75,3.2,0.946,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,48,9,0.075,0,6.965,2.383,0.946,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,55,5,0.305,0.178,0,2.7,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,55,5,0.305,0.178,0,2.7,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,42,6,0.485,0.015,0,1.764,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,39,7,0.24,0.178,0,0.452,0.946,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,3,42,5,0.005,0.008,0,3.28,0.946,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,62,5,0.509,0,0,1.68,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,62,5,0.509,0,0,1.68,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,62,5,0.509,0,0,1.68,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,49,8,0,5.646,0,3.024,0.947,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,0,30,6,0,0,140.25,0.2,0.947,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,5,37,6,0,0,0,4.83,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,3,30,6,0.051,0.102,0,2.42,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,8,0.059,0.022,0,8.65,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,30,6,0.051,0.102,0,2.42,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,8,0.059,0.022,0,8.65,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,8,0.059,0.022,0,8.65,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,30,6,0.051,0.102,0,2.42,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,3,30,6,0.051,0.102,0,2.42,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,8,0.059,0.022,0,8.65,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,27,5,0.569,0.226,0,3.21,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,30,6,0,0,133.894,0.191,0.947,1,1,0,1,0,1,0,Food inadquate,Female,central,Agriculture Household
0,7,33,5,0.102,0.102,0,2.12,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,7,33,5,0.102,0.102,0,2.12,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,54,14,0.712,0.916,0,4.03,0.947,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,4,54,14,0.712,0.916,0,4.03,0.947,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,3,27,9,0,0,0,0.62,0.947,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,0,44,5,0,6.806,0,2.1,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,3,30,5,2.075,0,0,3.15,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,50,5,0.203,0.153,0,3.6,0.947,1,1,1,1,0,1,0,Food inadquate,Female,central,Agriculture Household
1,0,41,5,0,0.055,0,0,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,48,6,0.254,0.203,0,5.84,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,6,0.254,0.203,0,5.84,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,48,6,0.254,0.203,0,5.84,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,50,8,0,0.008,0,1.464,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,49,5,0.725,0.585,59.5,5.1,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,49,5,0.725,0.585,59.5,5.1,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,49,5,0.725,0.585,59.5,5.1,0.947,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,42,6,0.767,0.018,0,1.851,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,41,4,0.049,0.003,0,2.84,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,67,4,0.146,0.104,114.127,1.362,0.947,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,71,5,0.125,0.119,30.229,2.568,0.948,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,65,6,0,0.113,13.2,1.433,0.948,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,34,4,0,0,0,2.22,0.948,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,38,9,0.434,0.167,0,4.84,0.948,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,34,4,0,0,0,2.22,0.948,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,59,6,2.369,3.57,0,4.53,0.948,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,38,9,0.434,0.167,0,4.84,0.948,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,0,61,8,0.814,0,0,4,0.948,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,3,30,5,1.997,0.035,0,3.111,0.948,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,45,6,0,0,0,0.134,0.948,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,34,6,0.07,0.037,0,2.379,0.948,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,4,47,5,0,0,0,4.2,0.949,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,47,7,0.769,0.283,7.013,1.68,0.949,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,74,10,0.661,0.407,0,4.55,0.949,1,0,1,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,3,44,7,0.063,1.335,128.256,2.326,0.949,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,35,9,5.572,7.49,0.754,2.1,0.949,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,77,6,0.254,0.814,0,7.4,0.949,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,77,6,0.254,0.814,0,7.4,0.949,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,4,28,6,0.1,0,0,0.02,0.949,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
0,0,59,9,0,0.767,0,0,0.949,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
1,5,41,7,0.661,0,0,4.1,0.949,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
